,name,company,year,Price,kms_driven,fuel_type
1632,Maserati,Maserati,2012,2000000000,15000,Bensin
1633,Toyota Kijang,Toyota,1988,30000000,120000,Bensin
1634,Daihatsu Sigra 1.2,Daihatsu,2018,108000000,15000,Bensin
1635,Volkswagen Polo,Volkswagen,2012,122000000,75000,Bensin
1636,Suzuki Carry,Suzuki,2012,65000000,15000,Bensin
1637,BMW Serie 3,BMW,1995,56000000,190000,Bensin
1638,BMW X1 sDrive18i,BMW,2017,595000000,15000,Bensin
1639,Lexus LX 570,Lexus,2014,1595000000,40000,Bensin
1640,Honda Jazz S,Honda,2010,120000000,95000,Bensin
1641,Mazda 5,Mazda,2013,235000000,45000,Bensin
1642,Mercedes-Benz E-Class E300,Mercedes-Benz,1988,33000000,30000,Bensin
1643,BMW Serie 3,BMW,1994,61500000,170000,Bensin
1644,Honda Mobilio E,Honda,2015,130000000,105000,Bensin
1645,Mazda CX-5 Elite,Mazda,2017,445000000,20000,Bensin
1646,BMW Serie 3,BMW,2010,189000000,55000,Bensin
1647,Honda Civic 1.8L,Honda,2013,199500000,80000,Bensin
1648,KIA Picanto M/T,KIA,2005,59500000,155000,Bensin
1649,Daihatsu Taruna FX,Daihatsu,2002,58000000,20000,Bensin
1650,Porsche Boxster S,Porsche,2017,1875000000,5000,Bensin
1651,Opel Blazer DOHC,Opel,1996,59500000,30000,Bensin
1652,BMW Serie 3,BMW,2012,530000000,65000,Bensin
1653,Chrysler Grand Cherokee,Chrysler,2012,470000000,50000,Bensin
1654,Daihatsu Terios,Daihatsu,2019,190350000,5000,Bensin
1655,Nissan Livina X-Gear,Nissan,2009,73000000,145000,Bensin
1656,Timor DOHC,Timor,2001,31000000,110000,Bensin
1657,Daihatsu Sirion,Daihatsu,2019,175000000,5000,Bensin
1658,Honda Civic 1.8L,Honda,2010,134500000,65000,Bensin
1659,Infiniti Q,Infiniti,1997,30000000,40000,Bensin
1660,Daihatsu Xenia,Daihatsu,2019,177000000,5000,Bensin
1661,Suzuki APV SGX,Suzuki,2011,93000000,65000,Bensin
1662,Nissan X-Trail,Nissan,2010,125000000,195000,Bensin
1663,Ford Everest XLT,Ford,2004,75000000,125000,Diesel
1664,Chevrolet Captiva,Chevrolet,2010,125000000,90000,Diesel
1665,Suzuki Karimun estillo,Suzuki,2012,73000000,100000,Bensin
1666,Isuzu Panther LV,Isuzu,2005,90000000,155000,Diesel
1667,Geely MK 2,Geely,2011,41000000,75000,Bensin
1668,Toyota Camry L,Toyota,2013,240000000,50000,Bensin
1669,Nissan Grand livina,Nissan,2016,145000000,55000,Bensin
1670,Datsun Go+ Panca,Datsun,2015,72000000,35000,Bensin
1671,KIA Picanto Platinum,KIA,2013,85000000,60000,Bensin
1672,KIA Pride,KIA,2007,55000000,105000,Bensin
1673,KIA Carens II,KIA,2004,55000000,105000,Bensin
1674,Chevrolet Captiva,Chevrolet,2008,90000000,60000,Bensin
1675,Suzuki Ertiga GL,Suzuki,2017,130000000,35000,Bensin
1676,Toyota Avanza Veloz,Toyota,2016,155000000,60000,Bensin
1677,Datsun Go Panca,Datsun,2016,82000000,65000,Bensin
1678,BMW Serie 3,BMW,1995,66666666,200000,Bensin
1679,Daihatsu Xenia X,Daihatsu,2014,113000000,125000,Bensin
1680,Isuzu Panther Grand,Isuzu,2014,230000000,80000,Diesel
1681,BMW Serie 3,BMW,2000,100000000,50000,Bensin
1682,Toyota Yaris J,Toyota,2008,97000000,200000,Bensin
1683,Mitsubishi Xpander ULTIMATE,Mitsubishi,2018,234000000,15000,Bensin
1684,Mazda Biante,Mazda,2012,180000000,45000,Bensin
1685,Nissan Serena HWS,Nissan,2009,88000000,120000,Bensin
1686,Nissan Evalia XV,Nissan,2013,101750000,70000,Bensin
1687,Mercedes-Benz C-Class C230,Mercedes-Benz,2006,135000000,40000,Bensin
1688,Nissan Serena Autech,Nissan,2012,118000000,105000,Bensin
1689,Ford Fiesta Sport,Ford,2011,89000000,95000,Bensin
1690,Suzuki,Suzuki,1992,250000000,15000,Bensin
1691,Suzuki Carry Pick-up,Suzuki,1991,16500000,125000,Bensin
1692,BMW Serie 3,BMW,1997,69000000,145000,Bensin
1693,Suzuki Baleno,Suzuki,2002,50000000,125000,Bensin
1694,Mazda 2 RZ,Mazda,2012,108000000,80000,Bensin
1695,Mercedes-Benz B-Class B200,Mercedes-Benz,2013,264000000,50000,Bensin
1696,KIA Rio Hatchback,KIA,2015,148000000,35000,Bensin
1697,Isuzu D-Max,Isuzu,2010,160000000,5000,Bensin
1698,Volkswagen Touareg TDI,Volkswagen,2008,310000000,75000,Diesel
1699,Ford Ranger Base,Ford,2012,189000000,75000,Diesel
1700,Mercedes-Benz S-Class S300,Mercedes-Benz,2009,355000000,90000,Bensin
1701,Mazda CX-5 Grand,Mazda,2015,295000000,65000,Bensin
1702,Fiat 500 Lounge,Fiat,2015,349000000,10000,Bensin
1703,Chevrolet Trax 1.4,Chevrolet,2017,207000000,50000,Bensin
1704,Honda Jazz RS,Honda,2014,160000000,80000,Bensin
1705,Mazda BT-50 2.5,Mazda,2008,83000000,175000,Diesel
1706,Peugeot 406,Peugeot,1997,34000000,115000,Bensin
1707,Isuzu Panther,Isuzu,1993,50000000,95000,Diesel
1708,Isuzu Panther,Isuzu,1992,36000000,125000,Diesel
1709,Suzuki SX4 Cross,Suzuki,2016,152000000,50000,Bensin
1710,Suzuki Splash,Suzuki,2014,86000000,50000,Bensin
1711,Isuzu D-Max,Isuzu,2010,85000000,105000,Diesel
1712,Daihatsu Xenia R,Daihatsu,2015,146000000,90000,Bensin
1713,Chery,Chery,1986,13000000,300000,Bensin
1714,KIA Sportage,KIA,2005,80000000,105000,Bensin
1715,Honda Mobilio E,Honda,2014,129000000,120000,Bensin
1716,Chevrolet Aveo LT,Chevrolet,2004,62000000,105000,Bensin
1717,Mercedes-Benz E-Class E280,Mercedes-Benz,2006,142000000,115000,Bensin
1718,Chevrolet Spin LTZ,Chevrolet,2013,120000000,50000,Bensin
1719,Isuzu Panther LV,Isuzu,2004,89500000,100000,Diesel
1720,Mazda CX-5 Touring,Mazda,2013,190000000,130000,Bensin
1721,Mazda 626,Mazda,1988,23000000,150000,Bensin
1722,Mercedes-Benz C-Class C200,Mercedes-Benz,2017,648000000,25000,Bensin
1723,Isuzu Panther LV,Isuzu,2006,80000000,160000,Diesel
1724,Mercedes-Benz E-Class E250,Mercedes-Benz,2010,525000000,35000,Bensin
1725,Daihatsu Sirion M,Daihatsu,2013,90000000,20000,Bensin
1726,Mitsubishi Xpander ULTIMATE,Mitsubishi,2017,200000000,35000,Bensin
1727,Mercedes-Benz GLA-Class GLA200,Mercedes-Benz,2015,465000000,20000,Bensin
1728,Isuzu,Isuzu,2016,132000000,55000,Diesel
1729,KIA Rio,KIA,2012,115000000,105000,Bensin
1730,Jaguar XJ Portfolio,Jaguar,2014,1150000000,10000,Bensin
1731,Mobil CBU Mobil,Mobil CBU,2013,110000000,85000,Bensin
1732,Nissan X-Trail,Nissan,2005,70000000,100000,Bensin
1733,Nissan Teana 250,Nissan,2010,140000000,105000,Bensin
1734,Toyota Innova G,Toyota,2009,115000000,125000,Bensin
1735,Timor SOHC,Timor,1996,23500000,110000,Bensin
1736,Mazda CX-5 Grand,Mazda,2013,215000000,70000,Bensin
1737,Honda Mobilio S,Honda,2014,119000000,45000,Bensin
1738,Toyota Alphard 2.4,Toyota,2008,285000000,95000,Bensin
1739,Isuzu MU-X 2.5,Isuzu,2015,295000000,85000,Diesel
1740,Suzuki Carry,Suzuki,1986,15000000,205000,Bensin
1741,Datsun Go+ Panca,Datsun,2017,65000000,105000,Bensin
1742,Honda BR-V E,Honda,2017,188000000,45000,Bensin
1743,Mitsubishi Xpander ULTIMATE,Mitsubishi,2019,228000000,5000,Bensin
1744,Isuzu Panther LS,Isuzu,2012,165000000,160000,Diesel
1745,Nissan March,Nissan,2011,80000000,85000,Bensin
1746,Audi Audi A6,Audi,2014,389000000,35000,Bensin
1747,Daihatsu Xenia R,Daihatsu,2013,115000000,85000,Bensin
1748,Daihatsu Terios TX,Daihatsu,2010,118000000,95000,Bensin
1749,BMW Serie 6,BMW,2014,950000000,35000,Bensin
1750,Lamborghini Gallardo,Lamborghini,2013,5300000000,15000,Bensin
1751,Mitsubishi Lancer 1.6,Mitsubishi,1999,75000000,205000,Bensin
1752,Volkswagen Golf MkVII,Volkswagen,2014,205000000,55000,Bensin
1753,KIA Pregio,KIA,2002,57000000,210000,Diesel
1754,Toyota,Toyota,1991,25000000,15000,Diesel
1755,Hino,Hino,1999,74000000,45000,Diesel
1756,Isuzu D-Max,Isuzu,2011,133000000,45000,Diesel
1757,Toyota Yaris E,Toyota,2011,109000000,110000,Bensin
1758,Mercedes-Benz E-Class E250,Mercedes-Benz,2016,850000000,90000,Bensin
1759,Suzuki Carry DX,Suzuki,2011,65000000,190000,Bensin
1760,Honda HR-V 1.8L,Honda,2018,335000000,20000,Bensin
1761,Chevrolet Trax LTZ,Chevrolet,2016,172000000,45000,Bensin
1762,BMW Serie 3,BMW,2004,245000000,80000,Bensin
1763,Daihatsu Sirion M,Daihatsu,2016,126000000,40000,Bensin
1764,Ford Ranger WildTrak,Ford,2015,535000000,65000,Diesel
1765,Ford Fiesta Sport,Ford,2011,95000000,105000,Bensin
1766,BMW Serie 3,BMW,2012,435000000,75000,Bensin
1767,Mazda CX-5 Grand,Mazda,2013,215000000,50000,Bensin
1768,KIA Rio,KIA,2014,112000000,40000,Bensin
1769,Isuzu,Isuzu,2015,195000000,60000,Diesel
1770,Chrysler 300 300C,Chrysler,2011,475000000,15000,Bensin
1771,Toyota Kijang LSX-D,Toyota,2002,58000000,5000,Bensin
1772,Mercedes-Benz C-Class C180,Mercedes-Benz,1995,53500000,45000,Bensin
1773,Chevrolet Captiva,Chevrolet,2015,245000000,40000,Diesel
1774,Honda Brio Satya,Honda,2018,118000000,15000,Bensin
1775,Suzuki SX4 Cross,Suzuki,2008,68500000,215000,Bensin
1776,Mitsubishi Pajero Sport,Mitsubishi,2012,280000000,85000,Diesel
1777,Toyota Avanza G,Toyota,2014,130000000,90000,Bensin
1778,Ford Ecosport Titanium,Ford,2014,132000000,60000,Bensin
1779,Mitsubishi Xpander EXCEED,Mitsubishi,2018,208500000,10000,Bensin
1780,Mercedes-Benz E-Class E260,Mercedes-Benz,2001,95000000,205000,Bensin
1781,Chevrolet Spin,Chevrolet,2014,99000000,85000,Bensin
1782,Volkswagen Golf,Volkswagen,2012,125000000,50000,Bensin
1783,Ford Ranger Hi-Rider,Ford,2010,120000000,115000,Diesel
1784,Isuzu New Panther,Isuzu,2012,139000000,70000,Diesel
1785,Suzuki APV GL,Suzuki,2017,90000000,80000,Bensin
1786,Mazda CX-5 Touring,Mazda,2015,289000000,40000,Bensin
1787,BMW X5 xDrive35i,BMW,2016,795000000,35000,Bensin
1788,Mercedes-Benz,Mercedes-Benz,1989,21000000,35000,Bensin
1789,BMW Serie 5,BMW,2014,480000000,30000,Diesel
1790,Timor DOHC,Timor,1997,35000000,45000,Bensin
1791,Klasik dan Antik,Klasik dan Antik,1986,366000000,175000,Bensin
1792,Nissan X-Trail,Nissan,2006,84988988,105000,Bensin
1793,BMW Serie 3,BMW,1994,45000000,130000,Bensin
1794,Datsun Go Panca,Datsun,2018,84500000,25000,Bensin
1795,KIA Picanto M/T,KIA,2012,80000000,45000,Bensin
1796,Suzuki Ertiga,Suzuki,2019,180000000,5000,Bensin
1797,Suzuki Ertiga GX,Suzuki,2015,119000000,40000,Bensin
1798,BMW,BMW,2014,372000000,55000,Bensin
1799,Mitsubishi Xpander GLS,Mitsubishi,2017,185000000,25000,Bensin
1800,Opel Blazer Montera,Opel,2002,39000000,45000,Bensin
1801,Mercedes-Benz C-Class,Mercedes-Benz,2016,640000000,40000,Bensin
1802,Jeep Wrangler Sport,Jeep,2013,1145000000,35000,Bensin
1803,Suzuki Carry,Suzuki,1994,40000000,12500,Bensin
1804,Jeep Jeep,Jeep,1994,46000000,12500,Bensin
1805,Ford Ranger,Ford,2011,125000000,45000,Diesel
1806,Timor SOHC,Timor,1997,32000000,140000,Bensin
1807,Volvo S80 2.4,Volvo,2002,55000000,45000,Bensin
1808,Mitsubishi Colt,Mitsubishi,1986,39900000,35000,Bensin
1809,Daihatsu Xenia R,Daihatsu,2016,103000000,185000,Bensin
1810,Mercedes-Benz E-Class E250,Mercedes-Benz,2014,539000000,50000,Bensin
1811,Hyundai Verna,Hyundai,2008,48000000,185000,Bensin
1812,Daihatsu Sirion M,Daihatsu,2013,89000000,35000,Bensin
1813,Mazda Biante,Mazda,2016,250000000,30000,Bensin
1814,Hyundai Avega G,Hyundai,2008,52000000,85000,Bensin
1815,Foton Foton 2.8,Foton,2011,93000000,15000,Diesel
1816,Mercedes-Benz,Mercedes-Benz,2015,750000000,35000,Diesel
1817,Suzuki Ertiga,Suzuki,2019,175000000,10000,Bensin
1818,Volkswagen Beetle,Volkswagen,1986,1500000000,10000,Bensin
1819,Honda Jazz RS,Honda,2009,124000000,90000,Bensin
1820,Toyota Innova G,Toyota,2013,188000000,140000,Diesel
1821,Daihatsu Sigra,Daihatsu,2019,120750000,5000,Bensin
1822,BMW Serie 5,BMW,2015,565000000,35000,Bensin
1823,Mercedes-Benz C-Class C240,Mercedes-Benz,2004,150000000,115000,Bensin
1824,KIA Picanto M/T,KIA,2005,56000000,90000,Bensin
1825,Mercedes-Benz GLA-Class GLA200,Mercedes-Benz,2015,565000000,30000,Bensin
1826,Toyota Innova G,Toyota,2011,185000000,25000,Bensin
1827,KIA Carens II,KIA,2004,58000000,220000,Bensin
1828,Land Rover Range,Land Rover,2018,1296000000,5000,Bensin
1829,Chevrolet Captiva,Chevrolet,2011,130000000,130000,Diesel
1830,Honda Ferio,Honda,1998,66900000,195000,Bensin
1831,Nissan Serena HWS,Nissan,2011,89500000,200000,Bensin
1832,Honda Genio,Honda,1992,63000000,160000,Bensin
1833,Suzuki Grand vitara,Suzuki,1993,100000000,110000,Bensin
1834,Mercedes-Benz CLA-Class CLA200,Mercedes-Benz,2015,495000000,35000,Bensin
1835,Mazda 2 R,Mazda,2014,130000000,220000,Bensin
1836,Jeep Compass,Jeep,2012,245000000,35000,Bensin
1837,Ford Focus,Ford,2007,70000000,100000,Bensin
1838,Hyundai Atoz GLS,Hyundai,2003,35000000,135000,Bensin
1839,Nissan Juke,Nissan,2011,125000000,85000,Bensin
1840,Mitsubishi,Mitsubishi,2016,625000000,65000,Diesel
1841,BMW Serie 3,BMW,1998,52000000,180000,Bensin
1842,Suzuki Sidekick,Suzuki,1996,46000000,25000,Bensin
1843,Daihatsu Gran max,Daihatsu,2013,63000000,205000,Bensin
1844,Mitsubishi Outlander,Mitsubishi,2016,202000000,65000,Bensin
1845,Suzuki Carry Pick-up,Suzuki,2018,88000000,10000,Bensin
1846,Isuzu Panther LV,Isuzu,2008,120000000,255000,Diesel
1847,Daihatsu Xenia,Daihatsu,2011,93898000,135000,Bensin
1848,Isuzu Elf Minibus,Isuzu,2006,63500000,130000,Diesel
1849,KIA Travello Option,KIA,2007,63000000,160000,Diesel
1850,Porsche Cayenne Turbo,Porsche,2014,900000000,20000,Bensin
1851,Hino,Hino,2005,500000000,12500,Bensin
1852,Nissan Grand livina,Nissan,2014,135000000,70000,Bensin
1853,Jaguar X-type,Jaguar,2015,1150000000,5000,Bensin
1854,Lain-lain,Lain-lain,2010,990000000,10000,Bensin
1855,Datsun Go Panca,Datsun,2017,89000000,45000,Bensin
1856,BMW Serie 5,BMW,1997,60000000,105000,Bensin
1857,Nissan Evalia XV,Nissan,2013,95000000,95000,Bensin
1858,BMW Serie 3,BMW,1994,57000000,170000,Bensin
1859,Toyota Calya G,Toyota,2016,123000000,30000,Bensin
1860,Mercedes-Benz GLC-Class,Mercedes-Benz,2019,995000000,10000,Bensin
1861,Nissan Serena Autech,Nissan,2016,265000000,35000,Bensin
1862,Peugeot 206 Sporty,Peugeot,2004,36000000,205000,Bensin
1863,Honda Civic,Honda,1990,40000000,130000,Bensin
1864,Toyota Rush S,Toyota,2018,247500000,25000,Bensin
1865,Mercedes-Benz GLC-Class GLC250,Mercedes-Benz,2017,740000000,20000,Bensin
1866,Timor SOHC,Timor,1997,24500000,230000,Bensin
1867,Daihatsu Terios TX,Daihatsu,2013,125000000,55000,Bensin
1868,Hino Dutro Truck,Hino,2017,215000000,105000,Diesel
1869,Nissan Serena HWS,Nissan,2013,168000000,85000,Bensin
1870,BMW Serie 3,BMW,1997,70000000,205000,Bensin
1871,BMW Serie 3,BMW,2003,220000000,120000,Bensin
1872,KIA Pregio SE,KIA,2003,52000000,65000,Diesel
1873,Proton Saga BLM,Proton,2009,47000000,95000,Bensin
1874,Hyundai Grand Avega,Hyundai,2013,97000000,45000,Bensin
1875,Chevrolet Trax LTZ,Chevrolet,2016,185000000,40000,Bensin
1876,Toyota Kijang LSX,Toyota,2000,65000000,90000,Diesel
1877,Timor SOHC,Timor,1997,23000000,35000,Bensin
1878,BMW Serie 3,BMW,1992,46000000,150000,Bensin
1879,Porsche Cayenne V6,Porsche,2010,475000000,55000,Bensin
1880,BMW Serie 3,BMW,2004,129999999,75000,Bensin
1881,Ford Ranger XLT,Ford,2013,205000000,100000,Diesel
1882,Chevrolet Orlando LT,Chevrolet,2012,125500000,65000,Bensin
1883,Mazda Biante 2.0,Mazda,2015,239000000,60000,Bensin
1884,Mercedes-Benz CLA-Class CLA200,Mercedes-Benz,2016,615000000,20000,Bensin
1885,Mercedes-Benz C-Class C180,Mercedes-Benz,2003,65000000,105000,Bensin
1886,BMW Serie 3,BMW,1993,38500000,115000,Bensin
1887,BMW Serie 3,BMW,2002,98000000,12500,Bensin
1888,Daihatsu Xenia X,Daihatsu,2018,128000000,15000,Bensin
1889,Isuzu Panther LS,Isuzu,2001,97500000,180000,Diesel
1890,BMW Serie 5,BMW,2010,269000000,50000,Bensin
1891,Hino Dutro Truck,Hino,2017,185000000,15000,Diesel
1892,Suzuki Baleno,Suzuki,2000,48000000,85000,Bensin
1893,Suzuki Ertiga GL,Suzuki,2018,180000000,20000,Bensin
1894,Nissan Grand livina,Nissan,2012,105000000,80000,Bensin
1895,Hino Dutro,Hino,2013,228000000,100000,Diesel
1896,Mazda 2 S,Mazda,2010,90000000,100000,Bensin
1897,Honda HR-V S,Honda,2017,245000000,10000,Bensin
1898,Nissan Grand livina,Nissan,2013,105000000,70000,Bensin
1899,Suzuki SX4 Cross,Suzuki,2017,135000000,25000,Bensin
1900,Toyota Kijang,Toyota,1995,45000000,12500,Bensin
1901,Mazda Biante 2.0,Mazda,2013,190000000,60000,Bensin
1902,BMW Serie 3,BMW,1990,60000000,105000,Bensin
1903,Isuzu Panther,Isuzu,2002,100000000,260000,Diesel
1904,Lexus,Lexus,2012,429000000,90000,Bensin
1905,Honda Freed S,Honda,2013,143000000,115000,Bensin
1906,Toyota Hardtop,Toyota,1986,300000000,5000,Bensin
1907,Nissan Serena HWS,Nissan,2014,178000000,50000,Bensin
1908,Timor SOHC,Timor,1997,26000000,55000,Bensin
1909,KIA Picanto M/T,KIA,2010,65000000,150000,Bensin
1910,Datsun Go Panca,Datsun,2019,138360000,5000,Bensin
1911,Nissan Navara,Nissan,2011,205000000,100000,Diesel
1912,Suzuki Ertiga GX,Suzuki,2018,169000000,60000,Bensin
1913,Mitsubishi Xpander EXCEED,Mitsubishi,2018,215000000,20000,Bensin
1914,Klasik dan Antik,Klasik dan Antik,1986,198000000,95000,Bensin
1915,KIA Rio Hatchback,KIA,2013,125000000,45000,Bensin
1916,Mazda,Mazda,1988,30000000,205000,Bensin
1917,Toyota Avanza S,Toyota,2010,112000000,115000,Bensin
1918,Mercedes-Benz C-Class C280,Mercedes-Benz,2008,173000001,100000,Bensin
1919,Mazda CX-5 Touring,Mazda,2013,199000000,60000,Bensin
1920,KIA Sorento,KIA,2013,189000000,35000,Bensin
1921,Volkswagen Scirocco,Volkswagen,2013,285000000,40000,Bensin
1922,BMW Serie 3,BMW,1991,40000000,45000,Bensin
1923,Timor DOHC,Timor,1998,35000000,100000,Bensin
1924,KIA Picanto SE,KIA,2009,69000000,95000,Bensin
1925,Jeep Rubicon,Jeep,2012,665000000,55000,Bensin
1926,Toyota Alphard 2.5,Toyota,2018,1050000000,10000,Bensin
1927,Ford Fiesta Sport,Ford,2014,113000000,55000,Bensin
1928,Maserati,Maserati,2012,2400000000,15000,Bensin
1929,Suzuki Ertiga GX,Suzuki,2014,130000000,80000,Bensin
1930,KIA Carnival TD,KIA,2001,55000000,150000,Diesel
1931,Mazda CX-7,Mazda,2009,169000000,70000,Bensin
1932,Hyundai Avega GX,Hyundai,2009,51500000,100000,Bensin
1933,Honda HR-V E,Honda,2016,255000000,30000,Bensin
1934,Mitsubishi Xpander,Mitsubishi,2019,200000000,5000,Bensin
1935,BMW Serie 3,BMW,1996,87000000,170000,Bensin
1936,Honda Brio Satya,Honda,2014,101000000,30000,Bensin
1937,Peugeot 206 Sporty,Peugeot,2003,53000000,65000,Bensin
1938,Toyota Calya G,Toyota,2019,124000000,10000,Bensin
1939,KIA,KIA,1997,28500000,12500,Bensin
1940,BMW Serie 3,BMW,2016,475000000,40000,Bensin
1941,Nissan X-Trail,Nissan,2015,189000000,115000,Bensin
1942,BMW,BMW,2014,420000000,30000,Bensin
1943,Chevrolet Spin,Chevrolet,2013,94000000,75000,Bensin
1944,Suzuki Swift,Suzuki,2008,85000000,150000,Bensin
1945,Daihatsu Terios TX,Daihatsu,2013,145000000,75000,Bensin
1946,Bentley Continental GT,Bentley,2012,3750000000,15000,Bensin
1947,Toyota Yaris TRD,Toyota,2017,205000000,40000,Bensin
1948,BMW Serie 5,BMW,2015,550000000,40000,Bensin
1949,Suzuki Ertiga,Suzuki,2019,220500000,5000,Bensin
1950,Porsche Cayenne,Porsche,2016,1225000000,10000,Bensin
1951,Mercedes-Benz C-Class C200,Mercedes-Benz,2011,165000000,100000,Bensin
1952,Toyota Avanza Veloz,Toyota,2013,120000000,80000,Bensin
1953,Nissan Serena Autech,Nissan,2011,135000000,95000,Bensin
1954,Toyota Alphard 2.5,Toyota,2006,165000000,175000,Bensin
1955,Ford Fiesta Trend,Ford,2011,79000000,70000,Bensin
1956,Wuling,Wuling,2019,338800000,5000,Bensin
1957,Toyota Harrier 300G,Toyota,2001,68000000,20000,Bensin
1958,Toyota Kijang Pick-Up,Toyota,2002,28000000,140000,Bensin
1959,Daihatsu Terios R,Daihatsu,2015,158000000,60000,Bensin
1960,Mitsubishi Pajero Sport,Mitsubishi,2015,308000000,65000,Diesel
1961,Suzuki APV Blind,Suzuki,2012,68000000,145000,Bensin
1962,Mazda Lantis,Mazda,1998,38000000,60000,Bensin
1963,Honda Freed S,Honda,2012,135000000,65000,Bensin
1964,Mazda CX-5 Grand,Mazda,2013,230000000,80000,Bensin
1965,Honda Brio E,Honda,2015,108000000,50000,Bensin
1966,Nissan Grand livina,Nissan,2016,119000000,85000,Bensin
1967,Toyota Rush,Toyota,2013,122000000,75000,Bensin
1968,Ssang Yong Rexton,Ssang Yong,2003,76000000,35000,Bensin
1969,Suzuki APV GX,Suzuki,2014,107000000,110000,Bensin
1970,Mazda 2 R,Mazda,2012,105000000,20000,Bensin
1971,Chevrolet Spin LTZ,Chevrolet,2013,117000000,70000,Bensin
1972,Lexus RX 270,Lexus,2011,325750000,65000,Bensin
1973,Dodge Journey SXT,Dodge,2015,172000000,55000,Bensin
1974,Nissan Grand livina,Nissan,2013,106000000,115000,Bensin
1975,Mitsubishi Outlander,Mitsubishi,2012,172000000,110000,Bensin
1976,Nissan X-Trail,Nissan,2015,225000000,70000,Bensin
1977,Volvo 960,Volvo,1994,18500000,155000,Bensin
1978,Chevrolet Captiva,Chevrolet,2010,138000000,85000,Diesel
1979,Chevrolet Captiva,Chevrolet,2010,137000000,105000,Diesel
1980,Nissan Evalia SV,Nissan,2012,83000000,60000,Bensin
1981,Datsun Go+,Datsun,2017,88000000,30000,Bensin
1982,Mercedes-Benz C-Class C180,Mercedes-Benz,1994,45000000,5000,Bensin
1983,Mazda 8,Mazda,2011,158000000,70000,Bensin
1984,Suzuki Baleno,Suzuki,1997,45000001,150000,Bensin
1985,Daihatsu Sigra 1.0,Daihatsu,2017,96000000,30000,Bensin
1986,Nissan Grand livina,Nissan,2012,103000000,40000,Bensin
1987,Mercedes-Benz C-Class C300,Mercedes-Benz,2016,1000000000,10000,Bensin
1988,Jeep Wrangler Sport,Jeep,2014,895000000,75000,Bensin
1989,BMW Serie 3,BMW,2016,695000000,30000,Bensin
1990,Chevrolet Trooper 2.5,Chevrolet,1989,30000000,12500,Diesel
1991,Datsun Go+,Datsun,2019,112000000,5000,Bensin
1992,Toyota Avanza G,Toyota,2011,129500000,75000,Bensin
1993,Honda Civic 1.8L,Honda,2007,116000000,105000,Bensin
1994,Mitsubishi L300 Pick,Mitsubishi,2016,155000000,70000,Diesel
1995,BMW Serie 3,BMW,2009,210000000,85000,Bensin
1996,Datsun Go+ Panca,Datsun,2016,65000000,115000,Bensin
1997,Nissan Grand livina,Nissan,2008,75000000,205000,Bensin
1998,Lexus RX 200T,Lexus,2016,960000000,20000,Bensin
1999,Lexus LX 470,Lexus,2002,300000000,135000,Bensin
2000,Timor S515i 1.5,Timor,2000,31500000,150000,Bensin
2001,Suzuki APV GX,Suzuki,2015,120000000,110000,Bensin
2002,Toyota Innova V,Toyota,2017,308000000,35000,Diesel
2003,Honda Jazz S,Honda,2013,132000000,85000,Bensin
2004,Mercedes-Benz C-Class C200,Mercedes-Benz,1995,55000000,185000,Bensin
2005,Jeep Cherokee Limited,Jeep,2014,675000000,5000,Bensin
2006,Toyota Calya G,Toyota,2019,114500000,10000,Bensin
2007,BMW,BMW,2014,785000000,25000,Bensin
2008,Mazda 2 R,Mazda,2013,115500000,75000,Bensin
2009,Toyota Calya G,Toyota,2017,122000000,25000,Bensin
2010,Daihatsu Luxio X,Daihatsu,2017,147500000,20000,Bensin
2011,Chevrolet Kalos,Chevrolet,2010,39999999,40000,Bensin
2012,Daihatsu Terios,Daihatsu,2019,199000000,5000,Bensin
2013,Mercedes-Benz S-Class S400,Mercedes-Benz,2015,1325000000,30000,Bensin
2014,Hyundai H-1 Facelift,Hyundai,2012,170000000,80000,Diesel
2015,Daihatsu Taruna CSR,Daihatsu,2002,75000000,15000,Bensin
2016,Isuzu,Isuzu,2002,85000000,55000,Diesel
2017,Nissan Livina,Nissan,2015,128000000,50000,Bensin
2018,Mercedes-Benz CLS-Class,Mercedes-Benz,2010,325000000,25000,Bensin
2019,Mitsubishi Colt,Mitsubishi,2018,246000000,10000,Diesel
2020,Suzuki APV Mega,Suzuki,2016,105000000,45000,Bensin
2021,Nissan,Nissan,2019,485000000,10000,Diesel
2022,Nissan Grand livina,Nissan,2011,97000000,110000,Bensin
2023,Mazda 323,Mazda,1988,16000000,30000,Bensin
2024,Toyota Kijang LSX,Toyota,2001,62000000,30000,Bensin
2025,Mitsubishi Galant,Mitsubishi,1996,58000000,100000,Bensin
2026,Honda Brio E,Honda,2018,135000000,25000,Bensin
2027,Opel Blazer Montera,Opel,2002,65000000,110000,Bensin
2028,Honda CR-V,Honda,2010,152000000,80000,Bensin
2029,Mercedes-Benz C-Class C200,Mercedes-Benz,2013,310000000,95000,Bensin
2030,Mazda 2 R,Mazda,2015,155000000,45000,Bensin
2031,Timor SOHC,Timor,1997,38000000,90000,Bensin
2032,Honda Jazz RS,Honda,2015,200000000,35000,Bensin
2033,Mercedes-Benz E-Class E230,Mercedes-Benz,1997,52500000,5000,Bensin
2034,Mazda Biante,Mazda,2013,170000000,80000,Bensin
2035,Toyota Avanza G,Toyota,2012,128000000,55000,Bensin
