,name,company,year,Price,kms_driven,fuel_type
825,Geely MK,Geely,2012,55000000,45000,Bensin
826,Daihatsu Espass Pick,Daihatsu,2002,32000000,60000,Bensin
827,Audi Audi A8,Audi,2009,290000000,50000,Bensin
828,Isuzu New Panther,Isuzu,2009,114500000,90000,Diesel
829,BMW Serie 3,BMW,1996,57000000,120000,Bensin
830,Mercedes-Benz C-Class C250,Mercedes-Benz,2017,720000000,30000,Bensin
831,Nissan Grand livina,Nissan,2011,100000000,235000,Bensin
832,Hyundai Santa Fe,Hyundai,2003,55000000,95000,Bensin
833,Mitsubishi Pajero Sport,Mitsubishi,2014,295000000,90000,Diesel
834,Daihatsu Xenia R,Daihatsu,2014,111000000,85000,Bensin
835,Mitsubishi Pajero Sport,Mitsubishi,2013,260000000,80000,Diesel
836,Wuling Confero S,Wuling,2018,125000000,10000,Bensin
837,Fiat,Fiat,1986,19000000,12500,Bensin
838,Honda HR-V E,Honda,2015,239000000,40000,Bensin
839,Mazda Biante 2.0,Mazda,2017,250000000,40000,Bensin
840,Toyota Innova G,Toyota,2009,116000000,100000,Bensin
841,Datsun Go+ Panca,Datsun,2015,80000000,30000,Bensin
842,BMW,BMW,2018,675000000,5000,Bensin
843,Nissan,Nissan,2010,320000000,35000,Bensin
844,Mitsubishi Colt,Mitsubishi,2008,133000000,35000,Diesel
845,Chevrolet Captiva,Chevrolet,2013,159000000,105000,Diesel
846,Mitsubishi Pajero Sport,Mitsubishi,2012,260000000,5000,Diesel
847,KIA Rio Hatchback,KIA,2012,97500000,80000,Bensin
848,Toyota Vellfire V,Toyota,2009,305000000,60000,Bensin
849,Isuzu Elf Minibus,Isuzu,2003,67500000,145000,Diesel
850,Honda Brio Satya,Honda,2016,115000000,85000,Bensin
851,Chevrolet Trooper,Chevrolet,1994,87500000,300000,Bensin
852,Hyundai Santa Fe,Hyundai,2012,205000000,100000,Diesel
853,Datsun Go+ Panca,Datsun,2016,86500000,55000,Bensin
854,KIA Visto,KIA,2002,46000000,30000,Bensin
855,Hyundai Accent GLS,Hyundai,2000,32500000,105000,Bensin
856,Toyota Innova,Toyota,2016,290000000,20000,Bensin
857,Hyundai Santa Fe,Hyundai,2015,315000000,80000,Diesel
858,Isuzu,Isuzu,2014,350000000,50000,Diesel
859,Wuling Confero S,Wuling,2017,125000000,45000,Bensin
860,Mitsubishi Pajero Sport,Mitsubishi,2012,280000000,105000,Diesel
861,Daihatsu Sigra,Daihatsu,2019,150700000,5000,Bensin
862,Daihatsu Luxio M,Daihatsu,2013,103000000,105000,Bensin
863,Nissan Juke RX,Nissan,2012,130000000,60000,Bensin
864,BMW X3 xDrive20i,BMW,2018,995000000,20000,Bensin
865,Datsun Go+ Panca,Datsun,2018,110000000,10000,Bensin
866,Mercedes-Benz E-Class E250,Mercedes-Benz,2013,525000000,55000,Bensin
867,Porsche 911 Turbo,Porsche,2015,950000000,20000,Bensin
868,Mercedes-Benz CLA-Class CLA200,Mercedes-Benz,2014,495000000,25000,Bensin
869,Land Rover,Land Rover,1986,250000000,50000,Bensin
870,Suzuki SX4,Suzuki,2008,85000000,140000,Bensin
871,Toyota Agya TRD,Toyota,2013,93000000,50000,Bensin
872,Nissan Grand livina,Nissan,2014,108000000,60000,Bensin
873,Mazda 8,Mazda,2002,60000000,95000,Bensin
874,Toyota Vellfire V,Toyota,2011,318000000,75000,Bensin
875,Suzuki SX4 Cross,Suzuki,2007,82500000,205000,Bensin
876,Mitsubishi Xpander GLS,Mitsubishi,2018,188000000,10000,Bensin
877,Mercedes-Benz C-Class C300,Mercedes-Benz,2010,310000000,65000,Bensin
878,Mercedes-Benz E-Class E300,Mercedes-Benz,1992,65000000,110000,Bensin
879,Mazda 2 R,Mazda,2011,108000000,80000,Bensin
880,BMW Serie 3,BMW,2000,78000000,110000,Bensin
881,Mitsubishi Mirage Exceed,Mitsubishi,2013,115000000,45000,Bensin
882,Hino Dutro Truck,Hino,2009,180000000,25000,Diesel
883,Ford Fiesta Trend,Ford,2012,100000000,100000,Bensin
884,Mercedes-Benz S-Class S300,Mercedes-Benz,2008,280000000,70000,Bensin
885,Toyota Kijang LGX,Toyota,2001,87000000,205000,Diesel
886,Daihatsu Terios TX,Daihatsu,2011,121000000,105000,Bensin
887,Datsun Go+ Panca,Datsun,2016,78500000,35000,Bensin
888,Jeep Wrangler Sport,Jeep,2011,620000000,50000,Bensin
889,BMW M Series,BMW,2000,85000000,230000,Bensin
890,Suzuki SX4 RC1,Suzuki,2012,125000000,60000,Bensin
891,BMW X3 xDrive20d,BMW,2015,610000000,30000,Diesel
892,Daihatsu Taft GT,Daihatsu,1995,109000000,205000,Diesel
893,Daihatsu Terios TX,Daihatsu,2013,115000000,105000,Bensin
894,Ford Lynx Ghia,Ford,1997,31500000,50000,Bensin
895,KIA Carnival,KIA,2001,57000000,205000,Diesel
896,Honda Brio E,Honda,2014,102000000,35000,Bensin
897,Jeep Wrangler Sport,Jeep,2011,650000000,30000,Bensin
898,Nissan Serena HWS,Nissan,2012,120000000,60000,Bensin
899,Suzuki Ertiga GL,Suzuki,2016,125000000,45000,Bensin
900,Mazda CX-5 Grand,Mazda,2015,295000045,65000,Bensin
901,Mazda CX-5 Grand,Mazda,2015,298000000,75000,Bensin
902,Proton Gen2,Proton,2008,65000000,120000,Bensin
903,Honda Mobilio E,Honda,2017,143000000,40000,Bensin
904,Honda Jazz RS,Honda,2016,205000000,35000,Bensin
905,Mazda CX-5 Grand,Mazda,2014,217000000,65000,Bensin
906,Daihatsu Ayla M,Daihatsu,2016,87000000,30000,Bensin
907,Daihatsu Gran max,Daihatsu,2018,117500000,35000,Bensin
908,Mazda 2 R,Mazda,2010,97500000,50000,Bensin
909,Peugeot 206 XS,Peugeot,2006,59500000,115000,Bensin
910,Isuzu Panther,Isuzu,1995,45000000,12500,Diesel
911,KIA Carnival GS,KIA,2000,42000000,155000,Bensin
912,Jeep Wrangler Sport,Jeep,2011,675000000,30000,Bensin
913,Mitsubishi Pajero Sport,Mitsubishi,2011,230000000,95000,Diesel
914,Mazda 323,Mazda,1986,18500000,30000,Bensin
915,BMW Serie 5,BMW,2011,300000000,100000,Bensin
916,Nissan Grand livina,Nissan,2007,88000000,12500,Bensin
917,Mitsubishi Strada Triton,Mitsubishi,2011,160000000,100000,Diesel
918,Mazda 2 R,Mazda,2011,109000000,90000,Bensin
919,Ford Ranger XLT,Ford,2010,110000000,155000,Diesel
920,Jaguar XJ,Jaguar,2004,123456789,75000,Bensin
921,Toyota Innova G,Toyota,2009,120000000,80000,Bensin
922,BMW Serie 3,BMW,2018,619000000,5000,Bensin
923,KIA Sportage EX,KIA,2012,125000000,75000,Bensin
924,Nissan March XS,Nissan,2015,112000000,50000,Bensin
925,Mazda CX-5 Touring,Mazda,2013,187000000,215000,Bensin
926,Honda CR-V 2.4,Honda,2015,320000000,80000,Bensin
927,KIA Rio Hatchback,KIA,2000,42500000,60000,Bensin
928,KIA Carens II,KIA,2005,59000000,80000,Bensin
929,Datsun Go+ Panca,Datsun,2015,64500000,150000,Bensin
930,Datsun Cross,Datsun,2019,147500000,5000,Bensin
931,Chevrolet Aveo LT,Chevrolet,2014,120000000,70000,Bensin
932,Ford Fiesta EcoBoost,Ford,2014,140000000,50000,Bensin
933,Datsun Go+ Panca,Datsun,2015,93000000,40000,Bensin
934,Suzuki Ertiga GX,Suzuki,2015,129500000,55000,Bensin
935,Timor DOHC,Timor,2000,35000000,10000,Bensin
936,Suzuki Katana,Suzuki,1994,46000000,90000,Bensin
937,Suzuki APV Mega,Suzuki,2011,75000000,35000,Bensin
938,Mitsubishi L300 Pick,Mitsubishi,2013,113000000,180000,Diesel
939,Toyota Camry 2.5,Toyota,2012,199000000,110000,Bensin
940,BMW Serie 3,BMW,1988,185000000,115000,Bensin
941,Timor DOHC,Timor,2000,22000000,205000,Bensin
942,BMW Serie 5,BMW,2012,298000000,75000,Bensin
943,KIA Visto,KIA,2001,36500000,55000,Bensin
944,Datsun Go+ Panca,Datsun,2015,67000000,50000,Bensin
945,Toyota Innova G,Toyota,2014,195000000,50000,Bensin
946,Isuzu,Isuzu,2001,21000000,40000,Diesel
947,BMW Serie 5,BMW,2013,150000000,35000,Bensin
948,Toyota Sienta E,Toyota,2017,150000000,35000,Bensin
949,Toyota Innova G,Toyota,2012,201000000,140000,Diesel
950,Toyota Avanza G,Toyota,2010,107000000,115000,Bensin
951,Cadillac Escalade V8,Cadillac,2013,1175000000,40000,Bensin
952,Ford Fiesta Sport,Ford,2014,125000000,50000,Bensin
953,Daihatsu Terios R,Daihatsu,2016,165000000,50000,Bensin
954,Hyundai Matrix,Hyundai,2002,43000000,135000,Bensin
955,Suzuki Ertiga,Suzuki,2017,149000000,5000,Diesel
956,KIA Rio Hatchback,KIA,2011,100000000,60000,Bensin
957,Jeep Cherokee Limited,Jeep,1995,155000000,120000,Bensin
958,KIA Picanto,KIA,2014,76500000,55000,Bensin
959,Mitsubishi Pajero Sport,Mitsubishi,2014,260000000,60000,Diesel
960,Mitsubishi Pajero Sport,Mitsubishi,2015,350000000,125000,Diesel
961,Isuzu,Isuzu,2015,695000000,15000,Diesel
962,Daihatsu Sigra,Daihatsu,2019,107000000,5000,Bensin
963,Suzuki APV GL,Suzuki,2015,115000000,50000,Bensin
964,Isuzu Elf Minibus,Isuzu,2013,145000000,225000,Diesel
965,Hyundai Avega GX,Hyundai,2012,63000000,105000,Bensin
966,Suzuki Jimny 5,Suzuki,1986,107000000,295000,Bensin
967,Mercedes-Benz S-Class S320,Mercedes-Benz,1992,110000000,105000,Bensin
968,Mazda 2 GT,Mazda,2015,181000000,60000,Bensin
969,Ford Ecosport Titanium,Ford,2015,129000000,85000,Bensin
970,Tata Xenon XT,Tata,2018,280000000,10000,Diesel
971,Honda Jazz i-DSI,Honda,2004,70000000,205000,Bensin
972,Ford Escape XLT,Ford,2005,81000000,130000,Bensin
973,Mazda CX-7,Mazda,2012,185000000,70000,Bensin
974,BMW Serie 3,BMW,2006,145000000,50000,Bensin
975,KIA Rio 5,KIA,2013,107000000,30000,Bensin
976,Porsche Cayenne Turbo,Porsche,2011,835000000,45000,Bensin
977,Nissan X-Trail,Nissan,2004,98000000,50000,Bensin
978,Toyota Etios Valco,Toyota,2013,100000000,60000,Bensin
979,Mitsubishi Pajero Sport,Mitsubishi,2017,435000000,30000,Diesel
980,Toyota Innova G,Toyota,2016,230000000,45000,Bensin
981,Honda Accord VTi-L,Honda,2012,178000000,50000,Bensin
982,Mercedes-Benz E-Class E300,Mercedes-Benz,2012,385000000,55000,Bensin
983,Ford Escape XLT,Ford,2004,85000000,100000,Bensin
984,Datsun Go+ Panca,Datsun,2016,75000000,35000,Bensin
985,Chevrolet Captiva,Chevrolet,2010,110000000,155000,Diesel
986,Chevrolet Captiva,Chevrolet,2008,109000000,100000,Diesel
987,KIA,KIA,1998,33000000,145000,Bensin
988,Volvo,Volvo,2001,145000000,100000,Bensin
989,Land Rover Range,Land Rover,2011,1075000000,30000,Bensin
990,Chevrolet Blazer,Chevrolet,2000,50000000,40000,Bensin
991,Porsche Cayenne V6,Porsche,2012,715000000,55000,Bensin
992,Honda City i-DSI,Honda,2003,66000000,205000,Bensin
993,Toyota Agya TRD,Toyota,2015,92000000,15000,Bensin
994,Daihatsu Xenia X,Daihatsu,2013,116000000,80000,Bensin
995,Mercedes-Benz C-Class C180,Mercedes-Benz,1995,46000000,95000,Bensin
996,Hyundai Trajet GLS,Hyundai,2001,39000000,200000,Bensin
997,Chevrolet Spin LTZ,Chevrolet,2013,93000000,90000,Bensin
998,Daihatsu Ayla,Daihatsu,2017,113000000,20000,Bensin
999,Aston Martin Vantage,Aston Martin,2012,2200000000,10000,Bensin
1000,Hino Dutro Truck,Hino,2016,230000000,15000,Diesel
1001,Toyota Innova G,Toyota,2011,122000000,95000,Bensin
1002,Suzuki Swift GL,Suzuki,2005,79000000,140000,Bensin
1003,Mazda 2 RZ,Mazda,2014,109999000,85000,Bensin
1004,Hyundai i20 GL,Hyundai,2012,86000000,85000,Bensin
1005,Mercedes-Benz C-Class C200,Mercedes-Benz,2011,260000000,70000,Bensin
1006,KIA Picanto SE,KIA,2011,75000000,90000,Bensin
1007,Mitsubishi Pajero Sport,Mitsubishi,2011,265000000,105000,Diesel
1008,Suzuki APV GX,Suzuki,2007,76000000,20000,Bensin
1009,Isuzu Panther,Isuzu,1994,47000000,50000,Diesel
1010,BMW Serie 3,BMW,2016,515000000,20000,Bensin
1011,Chevrolet Spin LTZ,Chevrolet,2013,93000000,95000,Bensin
1012,Datsun Go+ Panca,Datsun,2018,80000000,20000,Bensin
1013,KIA Visto,KIA,2001,41000000,120000,Bensin
1014,Daihatsu Charade G100,Daihatsu,1989,23500000,15000,Bensin
1015,Mazda 2 RZ,Mazda,2012,105000005,55000,Bensin
1016,Mitsubishi T120SS Pick,Mitsubishi,2018,88000000,20000,Bensin
1017,KIA Sportage,KIA,2012,157500000,70000,Bensin
1018,Datsun Go Panca,Datsun,2015,70500000,40000,Bensin
1019,Datsun Go+ Panca,Datsun,2017,85000000,25000,Bensin
1020,Daihatsu Ayla,Daihatsu,2018,115000000,10000,Bensin
1021,Mazda 2 V,Mazda,2012,125000000,95000,Bensin
1022,Isuzu Panther,Isuzu,1997,40000000,30000,Diesel
1023,Suzuki Wagon R,Suzuki,2015,88000000,25000,Bensin
1024,Mitsubishi Colt,Mitsubishi,1986,70000000,40000,Diesel
1025,Mitsubishi Mirage Exceed,Mitsubishi,2012,95000000,110000,Bensin
1026,Isuzu Panther,Isuzu,1997,44000000,55000,Diesel
1027,Peugeot 405,Peugeot,1990,23000000,12500,Bensin
1028,Suzuki Swift ST,Suzuki,2008,88000000,105000,Bensin
1029,Mitsubishi Pajero Sport,Mitsubishi,2012,268000000,95000,Diesel
1030,Hyundai Accent,Hyundai,1997,45000000,10000,Bensin
1031,Toyota Agya G,Toyota,2015,95000000,40000,Bensin
1032,Mitsubishi Pajero Sport,Mitsubishi,2016,400000000,45000,Diesel
1033,Datsun Go Panca,Datsun,2016,80000000,20000,Bensin
1034,Hyundai Santa Fe,Hyundai,2013,240000000,125000,Diesel
1035,KIA Picanto SE,KIA,2012,83000000,90000,Bensin
1036,Mazda 2 S,Mazda,2010,90000000,160000,Bensin
1037,Toyota Calya G,Toyota,2016,106000000,10000,Bensin
1038,Isuzu Elf Minibus,Isuzu,2013,270000000,200000,Diesel
1039,Suzuki Ertiga GX,Suzuki,2013,128000000,65000,Bensin
1040,Suzuki Carry,Suzuki,2010,65000000,40000,Bensin
1041,Isuzu Grand touring,Isuzu,2002,115000000,150000,Diesel
1042,Nissan Evalia ST,Nissan,2013,110000000,120000,Bensin
1043,Isuzu Panther LM,Isuzu,2014,165000000,110000,Diesel
1044,Honda Jazz i-DSI,Honda,2006,90000000,165000,Bensin
1045,BMW X6 xDrive35i,BMW,2009,440000000,50000,Bensin
1046,Mitsubishi Pajero Sport,Mitsubishi,2014,285000000,45000,Diesel
1047,Toyota Fortuner TRD,Toyota,2018,450000000,15000,Diesel
1048,Daihatsu Espass,Daihatsu,1997,27500000,35000,Bensin
1049,KIA Picanto M/T,KIA,2004,57000000,145000,Bensin
1050,Isuzu Panther LM,Isuzu,2007,88500000,110000,Diesel
1051,Porsche,Porsche,2012,950000000,10000,Bensin
1052,BMW Serie 3,BMW,1990,35000000,55000,Bensin
1053,KIA Rio Hatchback,KIA,2013,123000000,45000,Bensin
1054,Chevrolet Captiva,Chevrolet,2016,285000000,40000,Bensin
1055,Mazda CX-9 3.7,Mazda,2010,210000000,50000,Bensin
1056,Honda Jazz i-DSI,Honda,2006,78000000,105000,Bensin
1057,Isuzu New Panther,Isuzu,2013,140000000,120000,Diesel
1058,Ford Fiesta Sport,Ford,2013,110000000,70000,Bensin
1059,Suzuki Ertiga GL,Suzuki,2013,126000000,130000,Bensin
1060,Toyota Rush G,Toyota,2012,139500000,75000,Bensin
1061,Daihatsu Xenia X,Daihatsu,2008,88000000,105000,Bensin
1062,Nissan X-Trail,Nissan,2016,290000000,65000,Bensin
1063,Chevrolet Spark LT,Chevrolet,2017,150000000,30000,Bensin
1064,Mitsubishi Pajero Sport,Mitsubishi,2017,447500000,30000,Diesel
1065,Jaguar E-Pace SUV,Jaguar,2016,1700000000,10000,Bensin
1066,Nissan Juke RX,Nissan,2013,123000000,75000,Bensin
1067,Chevrolet Captiva,Chevrolet,2011,137000000,80000,Diesel
1068,BMW Serie 5,BMW,2012,333000000,30000,Bensin
1069,Ford Ranger WildTrak,Ford,2008,100000000,190000,Diesel
1070,Volkswagen Scirocco R,Volkswagen,2013,450000000,50000,Bensin
1071,Mitsubishi Lancer 1.6,Mitsubishi,1992,28000000,40000,Bensin
1072,Ferrari California California,Ferrari,2009,2375000000,20000,Bensin
1073,Nissan Evalia SV,Nissan,2014,87000000,60000,Bensin
1074,Volkswagen Scirocco 1.4,Volkswagen,2013,305000000,40000,Bensin
1075,Toyota Kijang LGX,Toyota,1997,62000000,190000,Bensin
1076,Jaguar XJ Portfolio,Jaguar,2015,1150000000,10000,Bensin
1077,Hyundai,Hyundai,1997,24800000,105000,Bensin
1078,Ford laser,Ford,1997,15000000,70000,Bensin
1079,BMW X1 sDrive18i,BMW,2018,585000000,35000,Bensin
1080,Isuzu Panther,Isuzu,1993,42000000,15000,Diesel
1081,Mazda 2 R,Mazda,2013,145000000,60000,Bensin
1082,Honda Jazz RS,Honda,2010,140000000,115000,Bensin
1083,Chevrolet Captiva,Chevrolet,2011,138000000,85000,Diesel
1084,Chevrolet Spin LTZ,Chevrolet,2013,92000000,65000,Bensin
1085,Honda Mobilio E,Honda,2015,130000000,75000,Bensin
1086,KIA Picanto SE,KIA,2013,87500000,65000,Bensin
1087,Chevrolet Kalos,Chevrolet,2011,50000000,280000,Bensin
1088,Suzuki Karimun estillo,Suzuki,2007,45000000,105000,Bensin
1089,Mercedes-Benz S-Class S400,Mercedes-Benz,2016,1550000000,10000,Bensin
1090,Isuzu Panther,Isuzu,1995,52000000,35000,Diesel
1091,Tata Super Ace,Tata,2015,70500000,40000,Diesel
1092,Toyota Avanza Veloz,Toyota,2012,118000000,90000,Bensin
1093,Chevrolet Spin LTZ,Chevrolet,2013,91000000,115000,Bensin
1094,Chevrolet Spin LTZ,Chevrolet,2015,105000000,70000,Bensin
1095,Toyota Fortuner VRZ,Toyota,2017,390000000,40000,Diesel
1096,Honda Brio Satya,Honda,2015,101300000,5000,Bensin
1097,Mitsubishi Pajero Sport,Mitsubishi,2018,455000000,30000,Bensin
1098,Volkswagen Golf FSI,Volkswagen,2005,89000000,125000,Bensin
1099,Daihatsu Gran max,Daihatsu,2008,79000000,130000,Bensin
1100,Datsun Go+ Panca,Datsun,2015,75000000,75000,Bensin
1101,Isuzu Panther Grand,Isuzu,2005,145000000,160000,Diesel
1102,Chevrolet Spin LTZ,Chevrolet,2013,95000000,80000,Bensin
1103,Ford Fiesta Trend,Ford,2011,95000000,105000,Bensin
1104,Hyundai Elantra,Hyundai,1995,25000000,105000,Bensin
1105,Bentley Continental GT,Bentley,2012,3750000000,10000,Bensin
1106,Toyota Camry V,Toyota,2007,127000000,120000,Bensin
1107,Suzuki Ignis GX,Suzuki,2018,137000000,15000,Bensin
1108,Isuzu Panther Grand,Isuzu,2008,146000000,200000,Diesel
1109,Datsun Go+ Panca,Datsun,2017,75000000,25000,Bensin
1110,Toyota Avanza E,Toyota,2016,132000000,50000,Bensin
1111,Mitsubishi Pajero Sport,Mitsubishi,2016,390000000,80000,Diesel
1112,Ford Escape XLT,Ford,2004,58000000,140000,Bensin
1113,Suzuki Katana,Suzuki,1992,55000000,120000,Bensin
1114,Ford Fiesta Sport,Ford,2013,89000000,105000,Bensin
1115,Daihatsu Xenia Mi,Daihatsu,2007,67000000,125000,Bensin
1116,Daihatsu Xenia X,Daihatsu,2018,138000000,15000,Bensin
1117,Honda Brio E,Honda,2017,119000000,10000,Bensin
1118,Honda Mobilio RS,Honda,2017,169000000,10000,Bensin
1119,Mitsubishi Lancer GLXi,Mitsubishi,1993,39000000,105000,Bensin
1120,Mitsubishi Xpander EXCEED,Mitsubishi,2018,215000000,40000,Bensin
1121,Ford Lynx Ghia,Ford,2002,41000000,205000,Bensin
1122,Ford Escape XLT,Ford,2010,120000000,95000,Bensin
1123,Lexus LX 570,Lexus,2012,1050000000,135000,Diesel
1124,Land Rover Range,Land Rover,2012,435000000,30000,Bensin
1125,Mazda 2 R,Mazda,2013,115000000,55000,Bensin
1126,Mercedes-Benz C-Class C200,Mercedes-Benz,2016,650000000,30000,Bensin
1127,BMW Serie 3,BMW,2015,445000000,45000,Bensin
1128,Chevrolet Trax LTZ,Chevrolet,2018,225000000,10000,Bensin
1129,Lexus RX 270,Lexus,2014,485000000,105000,Bensin
1130,Hyundai Accent,Hyundai,1997,35000000,40000,Bensin
1131,Mitsubishi Xpander,Mitsubishi,2019,213700000,5000,Bensin
1132,Porsche Boxster,Porsche,2013,1195000000,15000,Bensin
1133,Daihatsu Terios TX,Daihatsu,2012,115000000,105000,Bensin
1134,KIA Picanto M/T,KIA,2012,70000000,125000,Bensin
1135,Audi Audi A5,Audi,2011,405000000,35000,Bensin
1136,Aston Martin DB11,Aston Martin,2007,107000000,110000,Bensin
1137,Toyota Fortuner G,Toyota,2014,267000000,85000,Bensin
1138,Honda HR-V 1.8L,Honda,2016,281000000,65000,Bensin
1139,Honda BR-V E,Honda,2017,177000000,30000,Bensin
1140,Toyota Vios G,Toyota,2008,83000000,145000,Diesel
1141,Nissan Serena HWS,Nissan,2013,187000000,150000,Bensin
1142,Suzuki SX4,Suzuki,2008,70000000,120000,Bensin
1143,Toyota Kijang Krista,Toyota,1999,83500000,185000,Diesel
1144,Mitsubishi Galant V6-24,Mitsubishi,1998,60000000,225000,Bensin
1145,Honda HR-V E,Honda,2015,220000000,85000,Bensin
1146,Mercedes-Benz E-Class E280,Mercedes-Benz,2009,350000000,20000,Bensin
1147,Nissan Evalia XV,Nissan,2012,89000000,235000,Bensin
1148,Honda Brio E,Honda,2018,138000027,10000,Bensin
1149,Nissan Serena X,Nissan,2015,178000000,100000,Bensin
1150,Nissan Navara,Nissan,2013,230000000,115000,Diesel
1151,Nissan Navara Sports,Nissan,2013,250000000,95000,Diesel
1152,Toyota Calya G,Toyota,2016,110000000,55000,Bensin
1153,Toyota Innova G,Toyota,2009,131000000,95000,Bensin
1154,Mitsubishi T120SS,Mitsubishi,2016,77000000,85000,Diesel
1155,Mazda 3 L4,Mazda,2006,89999999,105000,Bensin
1156,Volvo S60,Volvo,2004,59500000,145000,Bensin
1157,Ford Ecosport Titanium,Ford,2014,133000000,55000,Bensin
1158,Hyundai Atoz GLS,Hyundai,2005,63500000,80000,Bensin
1159,Nissan Grand livina,Nissan,2011,110000000,80000,Bensin
1160,Mitsubishi Triton GLS,Mitsubishi,2013,205000000,100000,Diesel
1161,Hyundai Avega GX,Hyundai,2008,53900000,140000,Bensin
1162,Mazda CX-5 Grand,Mazda,2014,235000000,105000,Bensin
1163,Ford Ranger XLT,Ford,2015,168500000,90000,Diesel
1164,Lexus RX 270,Lexus,2012,405000000,55000,Bensin
1165,BMW Serie 3,BMW,2001,78000000,175000,Bensin
1166,Toyota Avanza G,Toyota,2013,129500000,20000,Bensin
1167,Hyundai Avega GL,Hyundai,2010,58000000,130000,Bensin
1168,Mazda Vantrend,Mazda,1995,27000000,10000,Bensin
1169,Isuzu,Isuzu,1992,35000000,12500,Diesel
1170,Nissan X-Trail,Nissan,2018,348000000,10000,Bensin
1171,Hyundai Santa Fe,Hyundai,2016,299000000,60000,Bensin
1172,Ford Everest XLT,Ford,2008,135000000,145000,Diesel
1173,Nissan Juke RX,Nissan,2012,145000000,35000,Bensin
1174,Isuzu Panther Touring,Isuzu,2003,139500000,250000,Diesel
1175,Dodge Journey SXT,Dodge,2012,235000000,65000,Bensin
1176,Suzuki Carry,Suzuki,1995,34000000,20000,Bensin
1177,Hyundai New Tucson,Hyundai,2014,159000000,65000,Bensin
1178,Jaguar S-Type,Jaguar,2002,130000000,40000,Bensin
1179,Daihatsu Ayla X,Daihatsu,2016,98000000,40000,Bensin
1180,Timor DOHC,Timor,1997,41500000,125000,Bensin
1181,Suzuki SX4 Cross,Suzuki,2009,95000000,125000,Bensin
1182,Toyota Calya G,Toyota,2016,95000000,100000,Bensin
1183,Nissan Grand livina,Nissan,2014,115500000,70000,Bensin
1184,Suzuki Escudo,Suzuki,1999,105000000,155000,Bensin
1185,Mitsubishi Pajero Sport,Mitsubishi,2014,313000000,75000,Diesel
1186,Mitsubishi Eterna 2.0,Mitsubishi,1989,39000000,205000,Bensin
1187,Datsun Go+ Panca,Datsun,2015,75000000,70000,Bensin
1188,Hyundai i20,Hyundai,2011,84000000,105000,Bensin
1189,Mazda 323,Mazda,1997,36000000,110000,Bensin
1190,Daihatsu Taruna CL,Daihatsu,2001,60000000,25000,Bensin
1191,BMW Serie 7,BMW,1996,350000000,15000,Bensin
1192,Hyundai Trajet,Hyundai,2002,60000000,100000,Bensin
1193,Ford Ranger,Ford,2013,97500000,105000,Diesel
1194,Honda Brio Satya,Honda,2017,122000000,10000,Bensin
1195,Bentley Bentley,Bentley,2014,4600000000,5000,Bensin
1196,Ford Escape Limited,Ford,2012,150000000,95000,Bensin
1197,Daihatsu Gran max,Daihatsu,2014,80000000,25000,Bensin
1198,Nissan Grand livina,Nissan,2013,125000000,65000,Bensin
1199,Hyundai Atoz GLX,Hyundai,2002,38000000,140000,Bensin
1200,Land Rover Range,Land Rover,2012,560000000,30000,Bensin
1201,Ford Escape XLT,Ford,2003,110000000,25000,Bensin
1202,Ford Escape XLT,Ford,2004,72500000,130000,Bensin
1203,Mitsubishi Colt,Mitsubishi,1992,49000000,180000,Diesel
1204,Toyota Agya TRD,Toyota,2015,95000000,60000,Bensin
1205,Mazda Biante 2.0,Mazda,2014,242500000,45000,Bensin
1206,Chevrolet Spark LT,Chevrolet,2018,194500000,15000,Bensin
1207,Wuling Confero S,Wuling,2018,136000000,10000,Bensin
1208,Suzuki Karimun estillo,Suzuki,2011,68000000,10000,Bensin
1209,Aston Martin DB11,Aston Martin,2018,7900000000,5000,Bensin
1210,Isuzu Grand touring,Isuzu,2015,225000000,40000,Diesel
1211,Nissan Serena,Nissan,2007,74000000,125000,Bensin
1212,Mazda RX-8,Mazda,2011,345000000,20000,Bensin
1213,Nissan X-Trail,Nissan,2009,119500000,115000,Bensin
1214,Daihatsu Terios TX,Daihatsu,2012,134000000,145000,Bensin
1215,Toyota Avanza E,Toyota,2014,117000000,95000,Bensin
1216,Nissan Serena HWS,Nissan,2008,84000000,125000,Bensin
1217,Nissan March 1.2L,Nissan,2015,99000000,55000,Bensin
1218,KIA Rio,KIA,2017,167000000,20000,Bensin
1219,Toyota Yaris E,Toyota,2006,93000000,145000,Bensin
1220,Mercedes-Benz C-Class C200,Mercedes-Benz,2010,198000000,90000,Bensin
1221,Daihatsu Gran max,Daihatsu,2017,92000000,25000,Bensin
1222,Mitsubishi L300 Pick,Mitsubishi,2000,45000000,100000,Diesel
1223,Mazda CX-7,Mazda,2012,195000000,60000,Bensin
1224,Honda Jazz RS,Honda,2013,155000000,80000,Bensin
1225,Mitsubishi Strada Triton,Mitsubishi,2014,141000000,80000,Diesel
1226,KIA Pregio SE,KIA,2008,73000000,185000,Diesel
1227,Audi Audi Q3,Audi,2012,290000000,40000,Bensin
1228,Chevrolet Trax LTZ,Chevrolet,2017,230000000,35000,Bensin
1229,Suzuki Karimun,Suzuki,2016,97000000,30000,Bensin
1230,Nissan Grand livina,Nissan,2016,135000000,45000,Bensin
1231,Nissan Grand livina,Nissan,2007,75000000,215000,Bensin
1232,Mazda 2 GT,Mazda,2016,190000000,50000,Bensin
