name,company,year,Price,kms_driven,fuel_type
BMW Serie 3 320i,BMW,2005,140000000,140000,Bensin
Toyota Etios G,Toyota,2014,96000000,45000,Bensin
Mercedes-Benz GLE-Class GLE43 AMG,Mercedes-Benz,2017,1635000000,5000,Bensin
Suzuki Carry ,Suzuki,1986,15000000,5000,Bensin
Mitsubishi Pajero Sport 2.5L Dakar,Mitsubishi,2012,285000000,90000,Diesel
Isuzu Panther Touring,Isuzu,2005,105000000,80000,Diesel
Isuzu Panther Touring,Isuzu,1997,60000000,90000,Diesel
Jeep Sahara ,Jeep,2018,1700000000,5000,Bensin
Nissan X-Trail ,Nissan,2014,160000000,80000,Bensin
Timor S515i 1.5 DOHC,Timor,1998,35500000,35000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2011,258000000,145000,Diesel
Mazda 2 GT,Mazda,2016,200000000,30000,Bensin
Mazda 2 R,Mazda,2015,175000000,90000,Bensin
Daihatsu Xenia X 1.3 STD,Daihatsu,2018,155000000,30000,Bensin
Honda Mobilio RS,Honda,2018,160000000,20000,Bensin
Honda Jazz VTEC,Honda,2007,110000000,110000,Bensin
Isuzu Panther Pick Up 2.5,Isuzu,2008,65000000,260000,Diesel
Mazda 3 ,Mazda,2007,90000000,95000,Bensin
Isuzu Panther LS,Isuzu,2002,93000000,115000,Diesel
Proton Wira ,Proton,2005,19000000,25000,Bensin
Peugeot 306 LeMans,Peugeot,2001,35000000,165000,Bensin
Honda Jazz RS,Honda,2016,235000000,30000,Bensin
Mitsubishi Colt ,Mitsubishi,1986,17000000,12500,Bensin
Datsun Go Panca T Active,Datsun,2019,111000000,5000,Bensin
Daihatsu Xenia R 1.3 DLX,Daihatsu,2015,115000000,55000,Bensin
Suzuki Carry Van ,Suzuki,2006,45000000,75000,Diesel
Chevrolet Captiva ,Chevrolet,2011,155000000,80000,Diesel
Mazda Lantis 1.8 NA,Mazda,1996,34000000,15000,Bensin
Wuling Confero S S 1.5 ,Wuling,2019,135000000,5000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2012,274900000,105000,Diesel
Daihatsu Terios TX Adventure,Daihatsu,2014,143500000,60000,Bensin
Daihatsu Luxio X,Daihatsu,2012,115000000,80000,Bensin
Opel Vectra ,Opel,1994,18000000,220000,Bensin
Mercedes-Benz C-Class C240,Mercedes-Benz,2002,90000000,12500,Bensin
Suzuki Karimun DX,Suzuki,2002,43000000,55000,Bensin
Ford Ranger WildTrak,Ford,2014,325000000,55000,Diesel
Land Rover Range Rover Evoque Dynamic Luxury Si4,Land Rover,2012,550000000,45000,Bensin
BMW X5 xDrive35i xLine,BMW,2017,1125000000,10000,Bensin
Nissan Grand livina ,Nissan,2012,92000000,90000,Bensin
Datsun Go Panca T Active,Datsun,2018,92000000,30000,Bensin
Suzuki Escudo ,Suzuki,1999,66000000,10000,Bensin
Honda CR-V 2.4 Prestige,Honda,2013,230000000,100000,Bensin
Honda Jazz RS,Honda,2010,132000000,70000,Bensin
Honda Brio Satya E,Honda,2016,132500000,15000,Bensin
Hyundai Santa Fe Dspec CRDi,Hyundai,2016,340000000,35000,Diesel
Ford Ecosport Trend,Ford,2014,114000000,100000,Bensin
Toyota Corolla ,Toyota,1989,31000000,12500,Bensin
Suzuki Ertiga GL,Suzuki,2015,123000000,45000,Bensin
Isuzu Panther ,Isuzu,1993,38000000,105000,Diesel
Isuzu Panther ,Isuzu,1992,32000000,30000,Diesel
Timor DOHC ,Timor,2002,26500000,5000,Bensin
Chevrolet Orlando LT,Chevrolet,2014,165000000,35000,Bensin
BMW Serie 3 320i E36 2.0,BMW,1995,47000000,240000,Bensin
Datsun Go+ ,Datsun,2014,35000000,45000,Bensin
Hyundai i10 ,Hyundai,2014,103000000,30000,Bensin
Suzuki Ignis GX AT ,Suzuki,2017,125000000,30000,Bensin
Land Rover Range Rover Evoque Dynamic Luxury Si4,Land Rover,2013,595000000,20000,Bensin
BMW Serie 3 320i Sport,BMW,2016,470000000,30000,Bensin
Mitsubishi Mirage Exceed,Mitsubishi,2014,95000000,50000,Bensin
Nissan Grand livina ,Nissan,2013,137500000,45000,Bensin
Daihatsu Ayla M Sporty,Daihatsu,2016,89000000,35000,Bensin
BMW Serie 4 430i Convertible Sport,BMW,2018,1395000000,10000,Bensin
Honda Accord VTi-L,Honda,2013,250000000,35000,Bensin
Nissan Grand livina ,Nissan,2017,135000000,15000,Bensin
Volkswagen Tiguan TSI,Volkswagen,2015,250000000,60000,Bensin
Timor DOHC ,Timor,1997,30000000,235000,Bensin
Chery Tiggo ,Chery,2010,65000000,95000,Bensin
Hyundai Atoz GLS,Hyundai,2000,43500000,225000,Bensin
Mazda 323 ,Mazda,1989,25000000,160000,Bensin
Toyota Kijang LGX,Toyota,2002,105000000,12500,Diesel
Nissan Grand livina ,Nissan,2007,69000000,205000,Bensin
Wuling Cortez ,Wuling,2018,189000000,5000,Bensin
Toyota Yaris TRD Sportivo,Toyota,2014,166000000,100000,Bensin
BMW Serie 3 320i Sport,BMW,2015,375000000,30000,Bensin
KIA Carens II ,KIA,2005,52000000,160000,Bensin
KIA Sportage ,KIA,2012,134000000,105000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2010,208000000,100000,Diesel
Jeep Wrangler  Sahara,Jeep,2011,695000000,30000,Bensin
Chevrolet Trax LTZ,Chevrolet,2017,214000000,30000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2013,155000000,15000,Diesel
Nissan Latio ,Nissan,2008,79000000,150000,Bensin
Chevrolet Zafira ,Chevrolet,2003,55000000,105000,Bensin
Ford Everest XLT,Ford,2010,138000000,65000,Diesel
Mini Cooper Mini Cooper ,Mini Cooper,2010,360000000,25000,Bensin
Land Rover ,Land Rover,1986,385000000,15000,Bensin
Chevrolet Captiva ,Chevrolet,2015,225000000,45000,Diesel
Isuzu Elf Minibus ,Isuzu,2016,180000000,45000,Diesel
Suzuki Ertiga GX,Suzuki,2013,132500000,90000,Bensin
Suzuki APV ,Suzuki,2013,85000000,105000,Bensin
Daihatsu Xenia R,Daihatsu,2016,133000000,30000,Bensin
Mazda 2 V,Mazda,2013,138000000,35000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2018,685000000,20000,Bensin
Datsun Go ,Datsun,2019,102600000,5000,Bensin
Honda Jazz S,Honda,2008,113000000,5000,Bensin
Mazda CX-5 Grand Touring,Mazda,2013,218900000,55000,Bensin
Isuzu ,Isuzu,2013,132000000,55000,Diesel
Datsun Go ,Datsun,2016,74500000,55000,Bensin
Mitsubishi Delica Standart,Mitsubishi,2015,190000000,100000,Bensin
Mitsubishi Colt ,Mitsubishi,2010,52000000,170000,Bensin
Chevrolet Zafira ,Chevrolet,2003,45000000,45000,Bensin
Isuzu Panther ,Isuzu,1999,62500000,55000,Diesel
Mitsubishi Lancer 1.6 GLXi,Mitsubishi,1989,20000000,25000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,2003,108000000,85000,Bensin
Suzuki Ertiga Dreza,Suzuki,2016,164000000,40000,Bensin
Mercedes-Benz A-Class ,Mercedes-Benz,2013,315000000,40000,Bensin
Toyota Innova G Luxury,Toyota,2015,179000000,70000,Bensin
Mercedes-Benz C-Class C240,Mercedes-Benz,2006,150000000,105000,Bensin
Toyota Innova G,Toyota,2009,125000000,12500,Bensin
Mercedes-Benz C-Class C230,Mercedes-Benz,2007,92000000,70000,Bensin
Lexus RX 200T AL20,Lexus,2015,1020000000,45000,Bensin
KIA Sportage ,KIA,2011,145000000,120000,Bensin
Peugeot 405 ,Peugeot,1990,15750000,40000,Bensin
Honda Freed ,Honda,2016,190000000,45000,Bensin
Nissan Terrano Kingsroad,Nissan,2005,119000000,110000,Bensin
Mazda 2 GT,Mazda,2016,220000000,80000,Bensin
Honda HR-V E Special Editon,Honda,2019,295000000,10000,Bensin
Daihatsu Terios TX,Daihatsu,2013,152500000,90000,Bensin
Mazda CX-9 3.7 NA,Mazda,2010,235000000,105000,Bensin
Honda Mobilio E,Honda,2015,133000000,40000,Bensin
Daihatsu Xenia Li,Daihatsu,2010,101000000,90000,Bensin
Mercedes-Benz E-Class E63 AMG,Mercedes-Benz,2011,875000000,40000,Bensin
Suzuki Ertiga GL,Suzuki,2014,129000000,75000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2015,290000000,60000,Diesel
Hyundai H-1 XG Next Generion,Hyundai,2015,267000000,80000,Diesel
Chevrolet Spin ,Chevrolet,2015,119000000,35000,Bensin
Mazda Biante ,Mazda,2012,200000000,65000,Bensin
Toyota Fortuner VRZ,Toyota,2017,440000000,35000,Diesel
Suzuki Ertiga GL,Suzuki,2016,148000000,35000,Bensin
Mercedes-Benz C-Class C230,Mercedes-Benz,2008,179000000,100000,Bensin
Mercedes-Benz E-Class E250,Mercedes-Benz,2011,495000000,25000,Bensin
Ford Fiesta Trend,Ford,2012,85000000,55000,Bensin
Nissan Elgrand HWS,Nissan,2008,220000000,160000,Bensin
Datsun Go+ Panca T Style,Datsun,2016,76000000,35000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2010,145000000,45000,Diesel
Suzuki Wagon R ,Suzuki,2018,81500000,15000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2016,245000000,25000,Bensin
BMW Serie 3 320i,BMW,2006,145000000,80000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2015,210000000,80000,Bensin
Hyundai Matrix ,Hyundai,2003,48950000,110000,Bensin
Daihatsu Sigra 1.2 R,Daihatsu,2016,125000000,45000,Bensin
Suzuki Wagon R GX,Suzuki,2014,75000000,30000,Bensin
Ford Ecosport Titanium,Ford,2014,123000000,40000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2017,690000000,10000,Bensin
KIA Picanto ,KIA,2008,60000000,110000,Bensin
Wuling Confero S S 1.5 ,Wuling,2017,99000000,30000,Bensin
Hyundai Avega GX,Hyundai,2012,79000000,115000,Bensin
Honda CR-V ,Honda,2010,145000000,120000,Bensin
Nissan X-Trail ,Nissan,2014,212000000,65000,Bensin
Mercedes-Benz GLA-Class ,Mercedes-Benz,2017,575000000,20000,Bensin
Chevrolet Spin LT,Chevrolet,2014,119000000,75000,Diesel
Nissan Grand livina ,Nissan,2013,95000000,100000,Bensin
Porsche Cayenne Turbo,Porsche,2016,1200000000,15000,Bensin
Daihatsu Sirion D FMC,Daihatsu,2012,85000000,70000,Bensin
Nissan Navara Sports Version,Nissan,2009,190000000,5000,Diesel
Datsun Cross ,Datsun,2018,127000000,30000,Bensin
Nissan Grand livina ,Nissan,2008,80000000,175000,Bensin
BMW Serie 3 320i Luxury,BMW,2012,230000000,75000,Bensin
Daihatsu Sigra 1.2 R,Daihatsu,2017,99000000,60000,Bensin
Suzuki Ignis GL MT ,Suzuki,2018,113000000,25000,Bensin
BMW Serie 3 320i,BMW,1995,40000000,5000,Bensin
BMW Serie 6 640i,BMW,2014,925000000,15000,Bensin
Isuzu ,Isuzu,2000,60000000,30000,Diesel
Fiat Abart ,Fiat,2017,1175000000,5000,Bensin
Suzuki Carry ,Suzuki,2002,33000000,65000,Bensin
Nissan Juke 1.5 CVT,Nissan,2011,130000000,25000,Bensin
Mercedes-Benz E-Class E200,Mercedes-Benz,2006,120000000,30000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2018,735000000,5000,Bensin
Datsun Go ,Datsun,2019,104000000,5000,Bensin
Suzuki Carry Pick-up ,Suzuki,2019,125000000,5000,Bensin
Ford Ecosport Titanium,Ford,2014,123000000,50000,Bensin
KIA Picanto M/T,KIA,2004,58000000,110000,Bensin
Audi Audi A3 Sportback,Audi,2001,70000000,185000,Bensin
Audi Audi Q7 3.0 TFSI Quattro,Audi,2012,435000000,50000,Bensin
Isuzu Panther Smart,Isuzu,2008,105000000,120000,Diesel
KIA Carens I ,KIA,2000,45000000,170000,Bensin
Volkswagen Polo ,Volkswagen,2009,85750000,100000,Bensin
BMW Serie 3 320i 2.0,BMW,2014,490000000,30000,Bensin
Suzuki Karimun GX,Suzuki,2003,58000000,180000,Bensin
BMW Serie 7 740Li,BMW,2012,565000000,35000,Bensin
Ford Fiesta Sport+,Ford,2014,107000000,110000,Bensin
Mitsubishi Outlander ,Mitsubishi,2012,162500000,75000,Bensin
Hyundai Avega GX,Hyundai,2003,66000000,110000,Bensin
Nissan Livina X-Gear,Nissan,2011,82000000,105000,Bensin
Mitsubishi Xpander ,Mitsubishi,2019,258400000,5000,Bensin
Datsun Go+ Panca T Opt,Datsun,2016,87000000,55000,Bensin
Cadillac Escalade V8 6.2,Cadillac,2013,1175000000,25000,Bensin
Cadillac Escalade V8 6.2,Cadillac,2013,1175000000,30000,Bensin
Honda Mobilio RS,Honda,2015,150000000,55000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2014,355000000,45000,Bensin
Toyota Innova V Luxury,Toyota,2016,265000000,35000,Bensin
KIA Rio ,KIA,2005,33000000,275000,Bensin
Mitsubishi Colt Box 3.3,Mitsubishi,2014,182000000,85000,Diesel
Mazda 2 GT,Mazda,2015,180000000,45000,Bensin
Hyundai Verna ,Hyundai,2004,42000000,12500,Bensin
Hyundai i10 ,Hyundai,2014,106000000,45000,Bensin
Isuzu Panther ,Isuzu,1996,47000000,12500,Diesel
Mazda 2 V,Mazda,2013,109000000,50000,Bensin
Mazda 8 ,Mazda,2012,168000000,105000,Bensin
Honda Maestro ,Honda,1990,14000000,55000,Bensin
Toyota Innova G Luxury,Toyota,2014,180000000,70000,Bensin
BMW Serie 5 ,BMW,2016,765000000,25000,Bensin
Isuzu Panther LS,Isuzu,2000,99000000,100000,Bensin
Hyundai Santa Fe CRDi,Hyundai,2013,220000000,130000,Diesel
Daihatsu Xenia X Deluxe,Daihatsu,2016,140000000,85000,Bensin
Nissan Livina ,Nissan,2012,70000000,70000,Bensin
Hyundai Atoz GLX,Hyundai,2005,57000000,130000,Bensin
Ssang Yong Rexton RX230 Deluxe,Ssang Yong,2002,85000000,140000,Bensin
Suzuki Ertiga GX,Suzuki,2018,180000000,10000,Bensin
Chevrolet Captiva ,Chevrolet,2008,125000000,75000,Diesel
KIA Carens II ,KIA,2003,56000000,195000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2010,115000000,65000,Diesel
Honda CR-V 2.4 i-VTEC,Honda,2007,135000000,95000,Bensin
Suzuki Ertiga GL,Suzuki,2016,145000000,45000,Bensin
Honda Mobilio S,Honda,2015,122000000,45000,Bensin
KIA Picanto SE,KIA,2009,73000000,100000,Bensin
BMW Serie 3 320i E90 2.0,BMW,2006,145000000,140000,Bensin
Fiat Uno ,Fiat,1992,13000000,45000,Bensin
Honda Mobilio E,Honda,2014,140000000,40000,Bensin
Porsche Cayenne V6 3.6,Porsche,2012,725000000,50000,Bensin
Nissan X-Trail ,Nissan,2009,115000000,155000,Bensin
Toyota Alphard G,Toyota,2005,150000000,205000,Bensin
Audi Audi A4 2.0 Sedan,Audi,2002,89000000,160000,Bensin
Isuzu New Panther ,Isuzu,2006,135000000,190000,Diesel
Datsun Go+ Panca T Style,Datsun,2016,65000000,120000,Bensin
Mercedes-Benz E-Class E200,Mercedes-Benz,2004,101000000,12500,Bensin
Ford Fiesta Trend,Ford,2011,93000000,105000,Bensin
Wuling Confero S S 1.5C LUX PLUS,Wuling,2018,152000000,20000,Bensin
Mitsubishi L300 Pick Up,Mitsubishi,2016,125000000,55000,Diesel
Datsun Go+ Panca A,Datsun,2019,99000000,5000,Bensin
Ford Ranger Standard,Ford,2010,95000000,55000,Diesel
Isuzu New Panther ,Isuzu,2013,83000000,40000,Diesel
Mitsubishi L300 ,Mitsubishi,2016,125199999,55000,Diesel
KIA Picanto SE,KIA,2013,88000000,85000,Bensin
Mazda CX-5 Grand Touring,Mazda,2014,255000000,60000,Bensin
Lexus LS 460 L V8 4.6,Lexus,2010,470000000,35000,Bensin
Porsche Boxster ,Porsche,2013,1195000000,15000,Bensin
Mitsubishi Xpander ,Mitsubishi,2019,220750000,5000,Bensin
Suzuki Katana GX,Suzuki,1996,46500000,205000,Bensin
Daihatsu Ayla M Sporty,Daihatsu,2013,75000000,45000,Bensin
Mazda 8 ,Mazda,2012,172000000,90000,Bensin
BMW X3 xDrive20i xLine,BMW,2013,385000000,35000,Bensin
Nissan Grand livina ,Nissan,2010,70000000,200000,Bensin
Mitsubishi Xpander ULTIMATE A/T,Mitsubishi,2018,227000000,35000,Bensin
BMW Serie 3 318i,BMW,1991,59000000,135000,Bensin
Nissan X-Trail ,Nissan,2014,218000000,80000,Bensin
Nissan Grand livina ,Nissan,2008,67000000,130000,Bensin
Mitsubishi Galant ,Mitsubishi,1986,25000000,100000,Bensin
KIA Picanto A/T,KIA,2011,79500000,70000,Bensin
Proton Gen2 ,Proton,2008,55000000,85000,Bensin
Honda HR-V E CVT,Honda,2015,225000000,55000,Bensin
KIA Carnival GS,KIA,2000,77500000,55000,Bensin
Honda Mobilio E,Honda,2014,124000000,60000,Bensin
BMW X1 sDrive18i,BMW,2017,550000000,15000,Bensin
BMW Serie 3 318i 2.0,BMW,2003,105000000,80000,Bensin
Chevrolet Spin LTZ,Chevrolet,2013,120000000,60000,Bensin
Nissan Teana 230 JS,Nissan,2007,98000000,85000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2011,224000000,120000,Diesel
Mercedes-Benz E-Class E300,Mercedes-Benz,1991,150000000,45000,Bensin
Proton Savvy ,Proton,2007,40000000,30000,Bensin
Mazda ,Mazda,1998,28000000,30000,Bensin
Mazda 2 R,Mazda,2013,127000000,95000,Bensin
Ford Fiesta Trend,Ford,2013,95000000,12500,Bensin
Daihatsu Ayla X,Daihatsu,2016,107000000,25000,Bensin
Daihatsu Xenia X 1.3 Plus,Daihatsu,2011,88000000,75000,Bensin
BMW Serie 5 528i E39 2.8,BMW,2001,68500000,120000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2010,218000000,100000,Diesel
Suzuki Aerio ,Suzuki,2003,63000000,95000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,2002,100000000,55000,Bensin
Lexus NX 200T F-Sport,Lexus,2016,875000000,50000,Bensin
Chevrolet Spin ,Chevrolet,2015,119000000,50000,Bensin
Hyundai ,Hyundai,1997,45000000,20000,Bensin
Mitsubishi Xpander SPORT A/T,Mitsubishi,2018,232000000,15000,Bensin
BMW X5 xDrive35i xLine,BMW,2017,1050000000,15000,Bensin
Mercedes-Benz C-Class C240,Mercedes-Benz,2001,110000000,100000,Bensin
Mazda 2 GT,Mazda,2015,204000000,60000,Bensin
Mazda 2 R,Mazda,2011,95000000,90000,Bensin
Porsche Boxster ,Porsche,2013,1250000000,25000,Bensin
BMW Serie 3 320i 2.0,BMW,2005,113000000,135000,Bensin
Opel Blazer DOHC,Opel,1997,45000000,70000,Bensin
Mazda MR-90 ,Mazda,1997,21750000,50000,Bensin
Volkswagen Golf TSI,Volkswagen,2012,175000000,75000,Bensin
Mitsubishi Pajero Sport 2.5L Dakar,Mitsubishi,2016,425000000,15000,Diesel
Mercedes-Benz A-Class A200,Mercedes-Benz,2013,295000000,50000,Bensin
Wuling Cortez ,Wuling,2018,192000000,25000,Bensin
Suzuki Ertiga GX,Suzuki,2015,145000000,70000,Bensin
Honda Brio Satya E,Honda,2016,120000000,75000,Bensin
Toyota Altis ,Toyota,2008,134000000,160000,Bensin
Mitsubishi Galant V6-24,Mitsubishi,1998,55000000,130000,Bensin
Daihatsu Ayla X,Daihatsu,2016,100000000,5000,Bensin
Datsun Go Panca T Active,Datsun,2018,99000000,20000,Bensin
Jeep Wrangler  Sahara Unlimited,Jeep,2014,1200000000,15000,Bensin
Opel Optima ,Opel,1995,25000000,105000,Bensin
Hyundai ,Hyundai,2002,44500000,50000,Bensin
Hyundai i20 GL,Hyundai,2011,79000000,105000,Bensin
Toyota Kijang LGX,Toyota,2003,85000000,5000,Bensin
Toyota Kijang Pick-Up ,Toyota,1988,35000000,130000,Bensin
Toyota Fortuner VRZ,Toyota,2016,400000000,25000,Diesel
Mercedes-Benz C-Class C200,Mercedes-Benz,2015,525000000,70000,Bensin
Daihatsu Gran max ,Daihatsu,2016,97000000,65000,Bensin
KIA Picanto SE,KIA,2013,75000000,85000,Bensin
Honda Civic ,Honda,2010,175000000,55000,Bensin
Honda Civic 1.8L,Honda,2012,175000000,45000,Bensin
Mazda 2 R,Mazda,2011,109000000,75000,Bensin
Mercedes-Benz E-Class E280,Mercedes-Benz,2008,175000000,110000,Bensin
Datsun Go+ Panca D,Datsun,2015,68000000,85000,Bensin
Nissan X-Trail ,Nissan,2010,141000000,80000,Bensin
Ford ,Ford,1990,20000000,30000,Bensin
Honda HR-V S MT,Honda,2017,260000000,15000,Bensin
Mazda 323 Interplay,Mazda,1995,30000000,40000,Bensin
KIA Picanto SE,KIA,2011,76000000,85000,Bensin
Toyota Vellfire X,Toyota,2015,715000000,45000,Bensin
Isuzu Panther LS Hi Grade,Isuzu,2003,95000000,105000,Diesel
KIA Rio Hatchback,KIA,2013,120000000,110000,Bensin
Suzuki APV Mega Carry,Suzuki,2018,99000000,10000,Bensin
KIA Visto ,KIA,2003,46000000,100000,Bensin
Toyota Avanza G,Toyota,2015,133000000,85000,Bensin
Isuzu Panther ,Isuzu,1997,57000000,105000,Diesel
Daihatsu Terios Custom,Daihatsu,2017,180000000,20000,Bensin
Mitsubishi Mirage SPORT,Mitsubishi,2015,100000000,55000,Bensin
Mazda 2 S,Mazda,2011,120000000,75000,Bensin
BMW Serie 3 320i Sport,BMW,2012,299000000,95000,Bensin
Toyota Alphard X,Toyota,2013,279000000,5000,Bensin
Isuzu Panther Grand Touring,Isuzu,2007,160000000,15000,Diesel
Isuzu Grand touring ,Isuzu,2013,205000000,185000,Diesel
Ford Fiesta Sport+,Ford,2014,125000000,50000,Bensin
Mercedes-Benz CLS-Class CLS350,Mercedes-Benz,2006,330000000,35000,Bensin
Ford Ecosport Titanium,Ford,2014,120000000,80000,Bensin
Mitsubishi Xpander ,Mitsubishi,2019,213700000,5000,Bensin
Hyundai Atoz GLX,Hyundai,2003,49000000,130000,Bensin
Mini Cooper Mini Cooper ,Mini Cooper,2012,415000000,70000,Bensin
Mitsubishi T120SS Pick Up,Mitsubishi,2018,82000000,20000,Bensin
Ford Ranger STD,Ford,2011,150000000,160000,Diesel
Chevrolet Captiva ,Chevrolet,2010,115000000,160000,Diesel
Isuzu Panther LM,Isuzu,2008,100000000,5000,Diesel
Ford Fiesta Style,Ford,2011,82000000,115000,Bensin
Ford Fiesta Sport,Ford,2013,110000000,35000,Bensin
Wuling Cortez ,Wuling,2018,195000000,25000,Bensin
Mitsubishi Mirage GLX,Mitsubishi,2017,114000000,50000,Bensin
Daihatsu Taruna FGX,Daihatsu,2004,76000000,85000,Bensin
Daihatsu Gran max ,Daihatsu,2014,75000000,110000,Bensin
Subaru WRX STi WRX STi,Subaru,2013,409000000,35000,Bensin
