name,company,year,Price,kms_driven,fuel_type
Daihatsu Espass Pick Up Jumbo 1.3,Daihatsu,2002,32000000,60000,Bensin
Audi Audi A8 V6 2.8,Audi,2009,290000000,50000,Bensin
Isuzu New Panther ,Isuzu,2009,114500000,90000,Diesel
BMW Serie 3 318i E36 1.8,BMW,1996,57000000,120000,Bensin
Mercedes-Benz C-Class C250,Mercedes-Benz,2017,720000000,30000,Bensin
Nissan Grand livina ,Nissan,2011,100000000,235000,Bensin
Hyundai Santa Fe Limited Edition,Hyundai,2003,55000000,95000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2014,295000000,90000,Diesel
Daihatsu Xenia R 1.3 DLX,Daihatsu,2014,111000000,85000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2013,260000000,80000,Diesel
Wuling Confero S S 1.5 ,Wuling,2018,125000000,10000,Bensin
Fiat ,Fiat,1986,19000000,12500,Bensin
Honda HR-V E CVT,Honda,2015,239000000,40000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2017,250000000,40000,Bensin
Toyota Innova G Luxury,Toyota,2009,116000000,100000,Bensin
Datsun Go+ Panca T Opt,Datsun,2015,80000000,30000,Bensin
BMW ,BMW,2018,675000000,5000,Bensin
Nissan ,Nissan,2010,320000000,35000,Bensin
Mitsubishi Colt ,Mitsubishi,2008,133000000,35000,Diesel
Chevrolet Captiva ,Chevrolet,2013,159000000,105000,Diesel
Mitsubishi Pajero Sport Dakar,Mitsubishi,2012,260000000,5000,Diesel
KIA Rio Hatchback,KIA,2012,97500000,80000,Bensin
Toyota Vellfire V,Toyota,2009,305000000,60000,Bensin
Isuzu Elf Minibus ,Isuzu,2003,67500000,145000,Diesel
Honda Brio Satya S,Honda,2016,115000000,85000,Bensin
Chevrolet Trooper ,Chevrolet,1994,87500000,300000,Bensin
Hyundai Santa Fe CRDi,Hyundai,2012,205000000,100000,Diesel
Datsun Go+ Panca T Opt,Datsun,2016,86500000,55000,Bensin
KIA Visto ,KIA,2002,46000000,30000,Bensin
Hyundai Accent GLS,Hyundai,2000,32500000,105000,Bensin
Toyota Innova ,Toyota,2016,290000000,20000,Bensin
Hyundai Santa Fe Dspec CRDi,Hyundai,2015,315000000,80000,Diesel
Isuzu ,Isuzu,2014,350000000,50000,Diesel
Wuling Confero S S 1.5C ,Wuling,2017,125000000,45000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2012,280000000,105000,Diesel
Daihatsu Sigra ,Daihatsu,2019,150700000,5000,Bensin
Daihatsu Luxio M,Daihatsu,2013,103000000,105000,Bensin
Nissan Juke RX,Nissan,2012,130000000,60000,Bensin
BMW X3 xDrive20i xLine,BMW,2018,995000000,20000,Bensin
Datsun Go+ Panca T Opt,Datsun,2018,110000000,10000,Bensin
Mercedes-Benz E-Class E250,Mercedes-Benz,2013,525000000,55000,Bensin
Porsche 911 Turbo,Porsche,2015,950000000,20000,Bensin
Mercedes-Benz CLA-Class CLA200,Mercedes-Benz,2014,495000000,25000,Bensin
Land Rover ,Land Rover,1986,250000000,50000,Bensin
Suzuki SX4 ,Suzuki,2008,85000000,140000,Bensin
Toyota Agya TRD Sportivo,Toyota,2013,93000000,50000,Bensin
Nissan Grand livina ,Nissan,2014,108000000,60000,Bensin
Mazda 8 ,Mazda,2002,60000000,95000,Bensin
Toyota Vellfire V,Toyota,2011,318000000,75000,Bensin
Suzuki SX4 Cross Over,Suzuki,2007,82500000,205000,Bensin
Mitsubishi Xpander GLS M/T,Mitsubishi,2018,188000000,10000,Bensin
Mercedes-Benz C-Class C300,Mercedes-Benz,2010,310000000,65000,Bensin
Mercedes-Benz E-Class E300,Mercedes-Benz,1992,65000000,110000,Bensin
Mazda 2 R,Mazda,2011,108000000,80000,Bensin
BMW Serie 3 323i E46 2.5,BMW,2000,78000000,110000,Bensin
Mitsubishi Mirage Exceed,Mitsubishi,2013,115000000,45000,Bensin
Hino Dutro Truck,Hino,2009,180000000,25000,Diesel
Ford Fiesta Trend,Ford,2012,100000000,100000,Bensin
Mercedes-Benz S-Class S300 L,Mercedes-Benz,2008,280000000,70000,Bensin
Toyota Kijang LGX,Toyota,2001,87000000,205000,Diesel
Daihatsu Terios TX,Daihatsu,2011,121000000,105000,Bensin
Datsun Go+ Panca T Opt,Datsun,2016,78500000,35000,Bensin
Jeep Wrangler  Sport Unlimited,Jeep,2011,620000000,50000,Bensin
BMW M Series M3,BMW,2000,85000000,230000,Bensin
Suzuki SX4 RC1,Suzuki,2012,125000000,60000,Bensin
BMW X3 xDrive20d xLine,BMW,2015,610000000,30000,Diesel
Daihatsu Taft GT,Daihatsu,1995,109000000,205000,Diesel
Daihatsu Terios TX,Daihatsu,2013,115000000,105000,Bensin
Ford Lynx Ghia,Ford,1997,31500000,50000,Bensin
KIA Carnival ,KIA,2001,57000000,205000,Diesel
Honda Brio E,Honda,2014,102000000,35000,Bensin
Jeep Wrangler  Sport Unlimited,Jeep,2011,650000000,30000,Bensin
Nissan Serena HWS,Nissan,2012,120000000,60000,Bensin
Suzuki Ertiga GL,Suzuki,2016,125000000,45000,Bensin
Mazda CX-5 Grand Touring,Mazda,2015,295000045,65000,Bensin
Mazda CX-5 Grand Touring,Mazda,2015,298000000,75000,Bensin
Proton Gen2 ,Proton,2008,65000000,120000,Bensin
Honda Mobilio E,Honda,2017,143000000,40000,Bensin
Honda Jazz RS CVT,Honda,2016,205000000,35000,Bensin
Mazda CX-5 Grand Touring,Mazda,2014,217000000,65000,Bensin
Daihatsu Ayla M,Daihatsu,2016,87000000,30000,Bensin
Daihatsu Gran max Pick-up ,Daihatsu,2018,117500000,35000,Bensin
Mazda 2 R,Mazda,2010,97500000,50000,Bensin
Peugeot 206 XS,Peugeot,2006,59500000,115000,Bensin
Isuzu Panther ,Isuzu,1995,45000000,12500,Diesel
KIA Carnival GS,KIA,2000,42000000,155000,Bensin
Jeep Wrangler  Sport Unlimited,Jeep,2011,675000000,30000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2011,230000000,95000,Diesel
Mazda 323 ,Mazda,1986,18500000,30000,Bensin
BMW Serie 5 523i,BMW,2011,300000000,100000,Bensin
Nissan Grand livina ,Nissan,2007,88000000,12500,Bensin
Mitsubishi Strada Triton 2.5 Manual,Mitsubishi,2011,160000000,100000,Diesel
Mazda 2 R,Mazda,2011,109000000,90000,Bensin
Ford Ranger XLT,Ford,2010,110000000,155000,Diesel
Jaguar XJ ,Jaguar,2004,123456789,75000,Bensin
Toyota Innova G,Toyota,2009,120000000,80000,Bensin
BMW Serie 3 320i Sport,BMW,2018,619000000,5000,Bensin
KIA Sportage EX,KIA,2012,125000000,75000,Bensin
Nissan March XS,Nissan,2015,112000000,50000,Bensin
Mazda CX-5 Touring,Mazda,2013,187000000,215000,Bensin
Honda CR-V 2.4 Prestige,Honda,2015,320000000,80000,Bensin
KIA Rio Hatchback,KIA,2000,42500000,60000,Bensin
KIA Carens II ,KIA,2005,59000000,80000,Bensin
Datsun Go+ Panca A,Datsun,2015,64500000,150000,Bensin
Datsun Cross ,Datsun,2019,147500000,5000,Bensin
Chevrolet Aveo LT,Chevrolet,2014,120000000,70000,Bensin
Ford Fiesta EcoBoost S,Ford,2014,140000000,50000,Bensin
Datsun Go+ Panca A Opt,Datsun,2015,93000000,40000,Bensin
Suzuki Ertiga GX,Suzuki,2015,129500000,55000,Bensin
Timor DOHC ,Timor,2000,35000000,10000,Bensin
Suzuki Katana ,Suzuki,1994,46000000,90000,Bensin
Suzuki APV Mega Carry,Suzuki,2011,75000000,35000,Bensin
Mitsubishi L300 Pick Up,Mitsubishi,2013,113000000,180000,Diesel
Toyota Camry 2.5 V,Toyota,2012,199000000,110000,Bensin
BMW Serie 3 318i,BMW,1988,185000000,115000,Bensin
Timor DOHC ,Timor,2000,22000000,205000,Bensin
BMW Serie 5 520i,BMW,2012,298000000,75000,Bensin
KIA Visto ,KIA,2001,36500000,55000,Bensin
Datsun Go+ Panca T Opt,Datsun,2015,67000000,50000,Bensin
Toyota Innova G,Toyota,2014,195000000,50000,Bensin
Isuzu ,Isuzu,2001,21000000,40000,Diesel
BMW Serie 5 535i Luxury GT,BMW,2013,150000000,35000,Bensin
Toyota Sienta E,Toyota,2017,150000000,35000,Bensin
Toyota Innova G,Toyota,2012,201000000,140000,Diesel
Toyota Avanza G,Toyota,2010,107000000,115000,Bensin
Cadillac Escalade V8 6.2,Cadillac,2013,1175000000,40000,Bensin
Ford Fiesta Sport,Ford,2014,125000000,50000,Bensin
Daihatsu Terios R,Daihatsu,2016,165000000,50000,Bensin
Hyundai Matrix ,Hyundai,2002,43000000,135000,Bensin
Suzuki Ertiga ,Suzuki,2017,149000000,5000,Diesel
KIA Rio Hatchback,KIA,2011,100000000,60000,Bensin
Jeep Cherokee Limited,Jeep,1995,155000000,120000,Bensin
KIA Picanto ,KIA,2014,76500000,55000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2014,260000000,60000,Diesel
Mitsubishi Pajero Sport 2.5L Dakar,Mitsubishi,2015,350000000,125000,Diesel
Isuzu ,Isuzu,2015,695000000,15000,Diesel
Daihatsu Sigra ,Daihatsu,2019,107000000,5000,Bensin
Suzuki APV GL,Suzuki,2015,115000000,50000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2013,145000000,225000,Diesel
Hyundai Avega GX,Hyundai,2012,63000000,105000,Bensin
Suzuki Jimny 5 MT,Suzuki,1986,107000000,295000,Bensin
Mercedes-Benz S-Class S320,Mercedes-Benz,1992,110000000,105000,Bensin
Mazda 2 GT,Mazda,2015,181000000,60000,Bensin
Ford Ecosport Titanium,Ford,2015,129000000,85000,Bensin
Tata Xenon XT,Tata,2018,280000000,10000,Diesel
Honda Jazz i-DSI,Honda,2004,70000000,205000,Bensin
Ford Escape XLT,Ford,2005,81000000,130000,Bensin
Mazda CX-7 ,Mazda,2012,185000000,70000,Bensin
BMW Serie 3 320i,BMW,2006,145000000,50000,Bensin
KIA Rio 5 Door LX+ MT,KIA,2013,107000000,30000,Bensin
Porsche Cayenne Turbo,Porsche,2011,835000000,45000,Bensin
Nissan X-Trail ,Nissan,2004,98000000,50000,Bensin
Toyota Etios Valco ,Toyota,2013,100000000,60000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2017,435000000,30000,Diesel
Toyota Innova G,Toyota,2016,230000000,45000,Bensin
Honda Accord VTi-L,Honda,2012,178000000,50000,Bensin
Mercedes-Benz E-Class E300,Mercedes-Benz,2012,385000000,55000,Bensin
Ford Escape XLT,Ford,2004,85000000,100000,Bensin
Datsun Go+ Panca T Style,Datsun,2016,75000000,35000,Bensin
Chevrolet Captiva ,Chevrolet,2010,110000000,155000,Diesel
Chevrolet Captiva ,Chevrolet,2008,109000000,100000,Diesel
KIA ,KIA,1998,33000000,145000,Bensin
Volvo ,Volvo,2001,145000000,100000,Bensin
Land Rover Range rover ,Land Rover,2011,1075000000,30000,Bensin
Chevrolet Blazer ,Chevrolet,2000,50000000,40000,Bensin
Porsche Cayenne V6 3.6,Porsche,2012,715000000,55000,Bensin
Honda City i-DSI,Honda,2003,66000000,205000,Bensin
Toyota Agya TRD Sportivo,Toyota,2015,92000000,15000,Bensin
Daihatsu Xenia X Deluxe,Daihatsu,2013,116000000,80000,Bensin
Mercedes-Benz C-Class C180,Mercedes-Benz,1995,46000000,95000,Bensin
Hyundai Trajet GLS,Hyundai,2001,39000000,200000,Bensin
Chevrolet Spin LTZ,Chevrolet,2013,93000000,90000,Bensin
Daihatsu Ayla ,Daihatsu,2017,113000000,20000,Bensin
Aston Martin Vantage V8 S,Aston Martin,2012,2200000000,10000,Bensin
Hino Dutro Truck,Hino,2016,230000000,15000,Diesel
Toyota Innova G,Toyota,2011,122000000,95000,Bensin
Suzuki Swift GL,Suzuki,2005,79000000,140000,Bensin
Mazda 2 RZ,Mazda,2014,109999000,85000,Bensin
Hyundai i20 GL,Hyundai,2012,86000000,85000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2011,260000000,70000,Bensin
KIA Picanto SE,KIA,2011,75000000,90000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2011,265000000,105000,Diesel
Suzuki APV GX,Suzuki,2007,76000000,20000,Bensin
Isuzu Panther ,Isuzu,1994,47000000,50000,Diesel
BMW Serie 3 320i 2.0,BMW,2016,515000000,20000,Bensin
Chevrolet Spin LTZ,Chevrolet,2013,93000000,95000,Bensin
Datsun Go+ Panca T Style,Datsun,2018,80000000,20000,Bensin
KIA Visto ,KIA,2001,41000000,120000,Bensin
Daihatsu Charade G100,Daihatsu,1989,23500000,15000,Bensin
Mazda 2 RZ,Mazda,2012,105000005,55000,Bensin
Mitsubishi T120SS Pick Up,Mitsubishi,2018,88000000,20000,Bensin
KIA Sportage ,KIA,2012,157500000,70000,Bensin
Datsun Go Panca T,Datsun,2015,70500000,40000,Bensin
Datsun Go+ Panca T Opt,Datsun,2017,85000000,25000,Bensin
Daihatsu Ayla ,Daihatsu,2018,115000000,10000,Bensin
Mazda 2 V,Mazda,2012,125000000,95000,Bensin
Isuzu Panther ,Isuzu,1997,40000000,30000,Diesel
Suzuki Wagon R GX,Suzuki,2015,88000000,25000,Bensin
Mitsubishi Colt ,Mitsubishi,1986,70000000,40000,Diesel
Mitsubishi Mirage Exceed,Mitsubishi,2012,95000000,110000,Bensin
Isuzu Panther ,Isuzu,1997,44000000,55000,Diesel
Peugeot 405 ,Peugeot,1990,23000000,12500,Bensin
Suzuki Swift ST,Suzuki,2008,88000000,105000,Bensin
Mitsubishi Pajero Sport 2.5L Dakar,Mitsubishi,2012,268000000,95000,Diesel
Hyundai Accent ,Hyundai,1997,45000000,10000,Bensin
Toyota Agya G,Toyota,2015,95000000,40000,Bensin
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2016,400000000,45000,Diesel
Datsun Go Panca T Active,Datsun,2016,80000000,20000,Bensin
Hyundai Santa Fe CRDi,Hyundai,2013,240000000,125000,Diesel
KIA Picanto SE,KIA,2012,83000000,90000,Bensin
Mazda 2 S,Mazda,2010,90000000,160000,Bensin
Toyota Calya G,Toyota,2016,106000000,10000,Bensin
Isuzu Elf Minibus 2.8 Minibus Diesel,Isuzu,2013,270000000,200000,Diesel
Suzuki Ertiga GX,Suzuki,2013,128000000,65000,Bensin
Suzuki Carry ,Suzuki,2010,65000000,40000,Bensin
Isuzu Grand touring ,Isuzu,2002,115000000,150000,Diesel
Nissan Evalia ST,Nissan,2013,110000000,120000,Bensin
Isuzu Panther LM,Isuzu,2014,165000000,110000,Diesel
Honda Jazz i-DSI,Honda,2006,90000000,165000,Bensin
BMW X6 xDrive35i,BMW,2009,440000000,50000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2014,285000000,45000,Diesel
Toyota Fortuner TRD,Toyota,2018,450000000,15000,Diesel
Daihatsu Espass ,Daihatsu,1997,27500000,35000,Bensin
KIA Picanto M/T,KIA,2004,57000000,145000,Bensin
Isuzu Panther LM,Isuzu,2007,88500000,110000,Diesel
Porsche ,Porsche,2012,950000000,10000,Bensin
BMW Serie 3 318i E30 1.8,BMW,1990,35000000,55000,Bensin
KIA Rio Hatchback,KIA,2013,123000000,45000,Bensin
Chevrolet Captiva ,Chevrolet,2016,285000000,40000,Bensin
Mazda CX-9 3.7 NA,Mazda,2010,210000000,50000,Bensin
Honda Jazz i-DSI,Honda,2006,78000000,105000,Bensin
Isuzu New Panther ,Isuzu,2013,140000000,120000,Diesel
Ford Fiesta Sport,Ford,2013,110000000,70000,Bensin
Suzuki Ertiga GL,Suzuki,2013,126000000,130000,Bensin
Toyota Rush G,Toyota,2012,139500000,75000,Bensin
Daihatsu Xenia X Deluxe,Daihatsu,2008,88000000,105000,Bensin
Nissan X-Trail ,Nissan,2016,290000000,65000,Bensin
Chevrolet Spark LT,Chevrolet,2017,150000000,30000,Bensin
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2017,447500000,30000,Diesel
Jaguar E-Pace SUV,Jaguar,2016,1700000000,10000,Bensin
Nissan Juke RX,Nissan,2013,123000000,75000,Bensin
Chevrolet Captiva ,Chevrolet,2011,137000000,80000,Diesel
BMW Serie 5 520i Luxury,BMW,2012,333000000,30000,Bensin
Ford Ranger WildTrak,Ford,2008,100000000,190000,Diesel
Volkswagen Scirocco R,Volkswagen,2013,450000000,50000,Bensin
Mitsubishi Lancer 1.6 GLXi,Mitsubishi,1992,28000000,40000,Bensin
Ferrari California California,Ferrari,2009,2375000000,20000,Bensin
Nissan Evalia SV,Nissan,2014,87000000,60000,Bensin
Volkswagen Scirocco 1.4 TSI,Volkswagen,2013,305000000,40000,Bensin
Toyota Kijang LGX,Toyota,1997,62000000,190000,Bensin
Jaguar XJ Portfolio L,Jaguar,2015,1150000000,10000,Bensin
Hyundai ,Hyundai,1997,24800000,105000,Bensin
Ford laser ,Ford,1997,15000000,70000,Bensin
BMW X1 sDrive18i xLine,BMW,2018,585000000,35000,Bensin
Isuzu Panther ,Isuzu,1993,42000000,15000,Diesel
Mazda 2 R,Mazda,2013,145000000,60000,Bensin
Honda Jazz RS,Honda,2010,140000000,115000,Bensin
Chevrolet Captiva ,Chevrolet,2011,138000000,85000,Diesel
Chevrolet Spin LTZ,Chevrolet,2013,92000000,65000,Bensin
Honda Mobilio E,Honda,2015,130000000,75000,Bensin
KIA Picanto SE,KIA,2013,87500000,65000,Bensin
Chevrolet Kalos ,Chevrolet,2011,50000000,280000,Bensin
Suzuki Karimun estillo ,Suzuki,2007,45000000,105000,Bensin
Mercedes-Benz S-Class S400,Mercedes-Benz,2016,1550000000,10000,Bensin
Isuzu Panther ,Isuzu,1995,52000000,35000,Diesel
Tata Super Ace DLS,Tata,2015,70500000,40000,Diesel
Toyota Avanza Veloz,Toyota,2012,118000000,90000,Bensin
Chevrolet Spin LTZ,Chevrolet,2013,91000000,115000,Bensin
Chevrolet Spin LTZ,Chevrolet,2015,105000000,70000,Bensin
Toyota Fortuner VRZ,Toyota,2017,390000000,40000,Diesel
Honda Brio Satya E,Honda,2015,101300000,5000,Bensin
Mitsubishi Pajero Sport Dakar 2.4,Mitsubishi,2018,455000000,30000,Bensin
Volkswagen Golf FSI,Volkswagen,2005,89000000,125000,Bensin
Daihatsu Gran max ,Daihatsu,2008,79000000,130000,Bensin
Datsun Go+ Panca T Opt,Datsun,2015,75000000,75000,Bensin
Isuzu Panther Grand Touring,Isuzu,2005,145000000,160000,Diesel
Chevrolet Spin LTZ,Chevrolet,2013,95000000,80000,Bensin
Ford Fiesta Trend,Ford,2011,95000000,105000,Bensin
Hyundai Elantra ,Hyundai,1995,25000000,105000,Bensin
Bentley Continental GT W12,Bentley,2012,3750000000,10000,Bensin
Toyota Camry V,Toyota,2007,127000000,120000,Bensin
Suzuki Ignis GX AT ,Suzuki,2018,137000000,15000,Bensin
Isuzu Panther Grand Touring,Isuzu,2008,146000000,200000,Diesel
Datsun Go+ Panca T Opt,Datsun,2017,75000000,25000,Bensin
Toyota Avanza E,Toyota,2016,132000000,50000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2016,390000000,80000,Diesel
Ford Escape XLT,Ford,2004,58000000,140000,Bensin
Suzuki Katana ,Suzuki,1992,55000000,120000,Bensin
Ford Fiesta Sport,Ford,2013,89000000,105000,Bensin
Daihatsu Xenia Mi,Daihatsu,2007,67000000,125000,Bensin
Daihatsu Xenia X,Daihatsu,2018,138000000,15000,Bensin
Honda Brio E,Honda,2017,119000000,10000,Bensin
Honda Mobilio RS,Honda,2017,169000000,10000,Bensin
Mitsubishi Lancer GLXi,Mitsubishi,1993,39000000,105000,Bensin
Mitsubishi Xpander EXCEED A/T,Mitsubishi,2018,215000000,40000,Bensin
Ford Lynx Ghia,Ford,2002,41000000,205000,Bensin
Ford Escape XLT,Ford,2010,120000000,95000,Bensin
Lexus LX 570 V8 5.7 Automatic,Lexus,2012,1050000000,135000,Diesel
Land Rover Range Rover Evoque Dynamic Luxury Si4,Land Rover,2012,435000000,30000,Bensin
Mazda 2 R,Mazda,2013,115000000,55000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2016,650000000,30000,Bensin
BMW Serie 3 320i Luxury,BMW,2015,445000000,45000,Bensin
Chevrolet Trax LTZ,Chevrolet,2018,225000000,10000,Bensin
Lexus RX 270,Lexus,2014,485000000,105000,Bensin
Hyundai Accent ,Hyundai,1997,35000000,40000,Bensin
Mitsubishi Xpander ,Mitsubishi,2019,213700000,5000,Bensin
Porsche Boxster ,Porsche,2013,1195000000,15000,Bensin
Daihatsu Terios TX,Daihatsu,2012,115000000,105000,Bensin
KIA Picanto M/T,KIA,2012,70000000,125000,Bensin
Audi Audi A5 TFSI Quattro,Audi,2011,405000000,35000,Bensin
Aston Martin DB11 V12,Aston Martin,2007,107000000,110000,Bensin
Toyota Fortuner G,Toyota,2014,267000000,85000,Bensin
Honda HR-V 1.8L Prestige,Honda,2016,281000000,65000,Bensin
Honda BR-V E,Honda,2017,177000000,30000,Bensin
Toyota Vios G,Toyota,2008,83000000,145000,Diesel
Nissan Serena HWS,Nissan,2013,187000000,150000,Bensin
Suzuki SX4 ,Suzuki,2008,70000000,120000,Bensin
Toyota Kijang Krista,Toyota,1999,83500000,185000,Diesel
Mitsubishi Galant V6-24,Mitsubishi,1998,60000000,225000,Bensin
Honda HR-V E CVT,Honda,2015,220000000,85000,Bensin
Mercedes-Benz E-Class E280,Mercedes-Benz,2009,350000000,20000,Bensin
Nissan Evalia XV,Nissan,2012,89000000,235000,Bensin
Honda Brio E,Honda,2018,138000027,10000,Bensin
Nissan Serena X,Nissan,2015,178000000,100000,Bensin
Nissan Navara ,Nissan,2013,230000000,115000,Diesel
Nissan Navara Sports Version,Nissan,2013,250000000,95000,Diesel
Toyota Calya G,Toyota,2016,110000000,55000,Bensin
Toyota Innova G,Toyota,2009,131000000,95000,Bensin
Mitsubishi T120SS ,Mitsubishi,2016,77000000,85000,Diesel
Mazda 3 L4 2.0,Mazda,2006,89999999,105000,Bensin
Volvo S60 ,Volvo,2004,59500000,145000,Bensin
Ford Ecosport Titanium,Ford,2014,133000000,55000,Bensin
Hyundai Atoz GLS,Hyundai,2005,63500000,80000,Bensin
Nissan Grand livina ,Nissan,2011,110000000,80000,Bensin
Mitsubishi Triton GLS,Mitsubishi,2013,205000000,100000,Diesel
Hyundai Avega GX,Hyundai,2008,53900000,140000,Bensin
Mazda CX-5 Grand Touring,Mazda,2014,235000000,105000,Bensin
Ford Ranger XLT,Ford,2015,168500000,90000,Diesel
Lexus RX 270,Lexus,2012,405000000,55000,Bensin
BMW Serie 3 318i E46 1.8,BMW,2001,78000000,175000,Bensin
Toyota Avanza G,Toyota,2013,129500000,20000,Bensin
Hyundai Avega GL,Hyundai,2010,58000000,130000,Bensin
Mazda Vantrend ,Mazda,1995,27000000,10000,Bensin
Isuzu ,Isuzu,1992,35000000,12500,Diesel
Nissan X-Trail ,Nissan,2018,348000000,10000,Bensin
Hyundai Santa Fe ,Hyundai,2016,299000000,60000,Bensin
Ford Everest XLT,Ford,2008,135000000,145000,Diesel
Nissan Juke RX,Nissan,2012,145000000,35000,Bensin
Isuzu Panther Touring,Isuzu,2003,139500000,250000,Diesel
Dodge Journey SXT,Dodge,2012,235000000,65000,Bensin
Suzuki Carry ,Suzuki,1995,34000000,20000,Bensin
Hyundai New Tucson ,Hyundai,2014,159000000,65000,Bensin
Jaguar S-Type ,Jaguar,2002,130000000,40000,Bensin
Daihatsu Ayla X,Daihatsu,2016,98000000,40000,Bensin
Timor DOHC ,Timor,1997,41500000,125000,Bensin
Suzuki SX4 Cross Over,Suzuki,2009,95000000,125000,Bensin
Toyota Calya G,Toyota,2016,95000000,100000,Bensin
Nissan Grand livina ,Nissan,2014,115500000,70000,Bensin
Suzuki Escudo ,Suzuki,1999,105000000,155000,Bensin
Mitsubishi Pajero Sport Dakar,Mitsubishi,2014,313000000,75000,Diesel
Mitsubishi Eterna 2.0 Manual,Mitsubishi,1989,39000000,205000,Bensin
Datsun Go+ Panca T Opt,Datsun,2015,75000000,70000,Bensin
Hyundai i20 ,Hyundai,2011,84000000,105000,Bensin
Mazda 323 ,Mazda,1997,36000000,110000,Bensin
Daihatsu Taruna CL,Daihatsu,2001,60000000,25000,Bensin
BMW Serie 7 ,BMW,1996,350000000,15000,Bensin
Hyundai Trajet ,Hyundai,2002,60000000,100000,Bensin
Ford Ranger ,Ford,2013,97500000,105000,Diesel
Honda Brio Satya E,Honda,2017,122000000,10000,Bensin
Bentley Bentley ,Bentley,2014,4600000000,5000,Bensin
Ford Escape Limited,Ford,2012,150000000,95000,Bensin
Daihatsu Gran max ,Daihatsu,2014,80000000,25000,Bensin
Nissan Grand livina ,Nissan,2013,125000000,65000,Bensin
Hyundai Atoz GLX,Hyundai,2002,38000000,140000,Bensin
Land Rover Range Rover Evoque Dynamic Luxury Si4,Land Rover,2012,560000000,30000,Bensin
Ford Escape XLT,Ford,2003,110000000,25000,Bensin
Ford Escape XLT,Ford,2004,72500000,130000,Bensin
Mitsubishi Colt ,Mitsubishi,1992,49000000,180000,Diesel
Toyota Agya TRD Sportivo,Toyota,2015,95000000,60000,Bensin
Mazda Biante 2.0 SKYACTIV,Mazda,2014,242500000,45000,Bensin
Chevrolet Spark LT,Chevrolet,2018,194500000,15000,Bensin
Wuling Confero S S 1.5C ,Wuling,2018,136000000,10000,Bensin
Suzuki Karimun estillo ,Suzuki,2011,68000000,10000,Bensin
Aston Martin DB11 ,Aston Martin,2018,7900000000,5000,Bensin
Isuzu Grand touring ,Isuzu,2015,225000000,40000,Diesel
Nissan Serena ,Nissan,2007,74000000,125000,Bensin
Mazda RX-8 ,Mazda,2011,345000000,20000,Bensin
Nissan X-Trail ,Nissan,2009,119500000,115000,Bensin
Daihatsu Terios TX,Daihatsu,2012,134000000,145000,Bensin
Toyota Avanza E,Toyota,2014,117000000,95000,Bensin
Nissan Serena HWS,Nissan,2008,84000000,125000,Bensin
Nissan March 1.2L,Nissan,2015,99000000,55000,Bensin
KIA Rio ,KIA,2017,167000000,20000,Bensin
Toyota Yaris E,Toyota,2006,93000000,145000,Bensin
Mercedes-Benz C-Class C200,Mercedes-Benz,2010,198000000,90000,Bensin
Daihatsu Gran max Pick-up ,Daihatsu,2017,92000000,25000,Bensin
Mitsubishi L300 Pick Up,Mitsubishi,2000,45000000,100000,Diesel
Mazda CX-7 ,Mazda,2012,195000000,60000,Bensin
Honda Jazz RS M/T,Honda,2013,155000000,80000,Bensin
Mitsubishi Strada Triton HD-X,Mitsubishi,2014,141000000,80000,Diesel
KIA Pregio SE Option,KIA,2008,73000000,185000,Diesel
Audi Audi Q3 2.0 TFSI,Audi,2012,290000000,40000,Bensin
Chevrolet Trax LTZ,Chevrolet,2017,230000000,35000,Bensin
Suzuki Karimun ,Suzuki,2016,97000000,30000,Bensin
Nissan Grand livina ,Nissan,2016,135000000,45000,Bensin
Nissan Grand livina ,Nissan,2007,75000000,215000,Bensin
Mazda 2 GT,Mazda,2016,190000000,50000,Bensin
Volkswagen Scirocco 1.4 TSI,Volkswagen,2013,375000000,20000,Bensin
Isuzu Panther ,Isuzu,1997,55000000,25000,Diesel
Toyota Kijang Pick-Up ,Toyota,2005,62500000,100000,Bensin
Mitsubishi ,Mitsubishi,2014,175000000,80000,Diesel
Daihatsu Sigra ,Daihatsu,2019,109000000,5000,Bensin
Mercedes-Benz CLA-Class ,Mercedes-Benz,2016,415000000,15000,Bensin
Suzuki APV GX,Suzuki,2015,110000000,45000,Bensin
Ford Fiesta Sport,Ford,2011,95000000,70000,Bensin
Mitsubishi Pajero Sport Exceed,Mitsubishi,2015,275000000,100000,Diesel
